case,species,step,omega_ci_t,anisotropy_global,parallel_over_perpendicular_global,anisotropy_median,anisotropy_p25,anisotropy_p75,beta_parallel_global,beta_parallel_median,beta_parallel_p25,beta_parallel_p75,marginal_threshold,instability_drive,valid_cells
Mirror Moderate Bi-Kappa 3,ion,33000,4.354166666666667,2.0061514377593994,0.49846685607985064,2.009044885635376,1.933486819267273,2.0862395763397217,4.936507225036621,4.9177045822143555,4.725025653839111,5.124519348144531,1.202572376462506,0.8035790612968934,331776
Mirror Moderate Bi-Kappa 3,ion,33500,4.420138888888889,2.006237745285034,0.49844541223997657,2.008859157562256,1.9336531162261963,2.0862345695495605,4.935731410980225,4.915925979614258,4.7244768142700195,5.123691558837891,1.202604217436824,0.8036335278482101,331776
Mirror Moderate Bi-Kappa 3,ion,34000,4.486111111111112,2.0063421726226807,0.49841946884503996,2.0091311931610107,1.9339840412139893,2.086452007293701,4.934922695159912,4.914703369140625,4.723405361175537,5.123002529144287,1.202637419423162,0.8037047531995187,331776
Mirror Moderate Bi-Kappa 3,ion,34500,4.552083333333334,2.0064280033111572,0.4983981475287054,2.0092313289642334,1.9337249994277954,2.086670398712158,4.934141635894775,4.914109230041504,4.723221778869629,5.121859073638916,1.2026694962960172,0.8037585070151401,331776
Mirror Moderate Bi-Kappa 3,ion,35000,4.618055555555555,2.0065412521362305,0.4983700180274723,2.009194850921631,1.9339309930801392,2.0863640308380127,4.933318138122559,4.914395332336426,4.7218918800354,5.121506690979004,1.2027033270513066,0.8038379250849239,331776
Mirror Moderate Bi-Kappa 3,ion,35500,4.684027777777778,2.0066261291503906,0.49834893778812794,2.0090954303741455,1.9338529109954834,2.086665630340576,4.932539463043213,4.913358688354492,4.722697734832764,5.1207990646362305,1.202735326801224,0.8038908023491667,331776
Mirror Moderate Bi-Kappa 3,ion,36000,4.75,2.0067389011383057,0.4983209322512054,2.009387969970703,1.934018850326538,2.0867395401000977,4.93172025680542,4.911694526672363,4.720322608947754,5.119186878204346,1.2027690030917857,0.80396989804652,331776
Mirror Moderate Bi-Kappa 3,ion,36500,4.815972222222222,2.006824016571045,0.4982997969640844,2.0096707344055176,1.933974027633667,2.086880922317505,4.93095588684082,4.910767555236816,4.7196478843688965,5.118852615356445,1.2028004352398867,0.8040235813311583,331776
Mirror Moderate Bi-Kappa 3,ion,37000,4.881944444444445,2.006924629211426,0.49827481582750155,2.0097618103027344,1.9340627193450928,2.0874180793762207,4.9301557540893555,4.910514831542969,4.719146728515625,5.118859767913818,1.2028333484536553,0.8040912807577705,331776
Mirror Moderate Bi-Kappa 3,ion,37500,4.947916666666667,2.0070395469665527,0.4982462859346264,2.009829521179199,1.9342745542526245,2.0868325233459473,4.929327011108398,4.909551620483398,4.71827507019043,5.11734676361084,1.2028674498053116,0.8041720971612412,331776
Mirror Moderate Bi-Kappa 3,ion,38000,5.013888888888889,2.007108688354492,0.49822912222050114,2.009880542755127,1.9342949390411377,2.087139129638672,4.928585052490234,4.909003734588623,4.718035697937012,5.117047309875488,1.2028979898591252,0.804210698495367,331776
Mirror Moderate Bi-Kappa 3,ion,38500,5.079861111111112,2.0072021484375,0.4982059234932798,2.009974956512451,1.934535264968872,2.08707857131958,4.927787780761719,4.908167839050293,4.716402530670166,5.115512847900391,1.202930816928448,0.804271331509052,331776
Mirror Moderate Bi-Kappa 3,ion,39000,5.145833333333334,2.0073137283325195,0.49817822988273114,2.0099802017211914,1.9343341588974,2.0875658988952637,4.926977157592773,4.907739162445068,4.716022491455078,5.115189552307129,1.2029642046257387,0.8043495237067808,331776
Mirror Moderate Bi-Kappa 3,ion,39500,5.211805555555555,2.0073914527893066,0.498158940853555,2.010312080383301,1.9350532293319702,2.0871777534484863,4.926229000091553,4.906869888305664,4.715640544891357,5.114470481872559,1.2029950292569458,0.8043964235323608,331776
Mirror Moderate Bi-Kappa 3,ion,40000,5.277777777777778,2.0074806213378906,0.49813681356164097,2.0103819370269775,1.934889793395996,2.0873544216156006,4.925450325012207,4.906196117401123,4.71452522277832,5.113629341125488,1.2030271211795283,0.8044535001583624,331776
Mirror Moderate Bi-Kappa 3,ion,40500,5.34375,2.007584810256958,0.49811096143530115,2.0102829933166504,1.9348945617675781,2.087533950805664,4.924647808074951,4.905262470245361,4.714172840118408,5.112440586090088,1.203060206327912,0.8045246039290459,331776
Mirror Moderate Bi-Kappa 3,ion,41000,5.409722222222222,2.007685899734497,0.49808588093000167,2.0106053352355957,1.9351186752319336,2.087703227996826,4.923854351043701,4.904628276824951,4.713386535644531,5.111138343811035,1.2030929285688623,0.8045929711656348,331776
Mirror Moderate Bi-Kappa 3,ion,41500,5.475694444444445,2.0077569484710693,0.4980682551050374,2.010560989379883,1.9348688125610352,2.088071823120117,4.923099994659424,4.903627395629883,4.712625026702881,5.111560821533203,1.2031240480763745,0.8046329003946948,331776
Mirror Moderate Bi-Kappa 3,ion,42000,5.541666666666667,2.0078582763671875,0.49804311976107063,2.010500907897949,1.9349265098571777,2.0882411003112793,4.922297477722168,4.903356552124023,4.711167335510254,5.11024808883667,1.2031571648251453,0.8047011115420422,331776
Mirror Moderate Bi-Kappa 3,ion,42500,5.607638888888889,2.007960319519043,0.4980178095548846,2.010864734649658,1.9352459907531738,2.088085412979126,4.92151403427124,4.90257453918457,4.711874961853027,5.110093116760254,1.2031895049036625,0.8047708146153805,331776
Mirror Moderate Bi-Kappa 3,ion,43000,5.673611111111112,2.008042812347412,0.4979973503806898,2.010775089263916,1.935498595237732,2.0879833698272705,4.920747756958008,4.901872158050537,4.710381507873535,5.108545303344727,1.2032211463361409,0.8048216660112713,331776
Mirror Moderate Bi-Kappa 3,ion,43500,5.739583333333334,2.0081405639648438,0.4979731090265984,2.0107789039611816,1.935595989227295,2.0880470275878906,4.91995096206665,4.900876998901367,4.70926570892334,5.108348369598389,1.2032540583656437,0.8048865055992,331776
