step,omega_ci_t,kappa_fit,maxwellian_sigma,kappa_sigma,error_maxwellian,error_kappa,error_tail_maxwellian,error_tail_kappa,suprathermal_fraction
250000,32.986111111111114,3.9114022643113406,0.007265605238272627,0.008390295917170179,0.9284768633210685,0.04924082480491641,1.7319733539706206,0.08728020636565667,0.006295248348147644
260000,34.30555555555556,4.301980226066334,0.00732259845926381,0.008301133040872433,0.8731605658987607,0.0823568930564628,1.6694384696697842,0.16048910589386164,0.00610956404839639
270000,35.625,4.439851937526762,0.0073268076321290915,0.008263060929449466,0.8490914776208911,0.08615815446431326,1.6215667621062424,0.16554504913153897,0.006104776677914061
280000,36.94444444444444,4.549873401976006,0.007338322016663099,0.008244789249210745,0.8956295559027109,0.0997436443032077,1.6792927175497365,0.18772900149543884,0.0060119599629049275
290000,38.26388888888889,4.630509685253044,0.007354091512261757,0.008237902936584293,0.8964211847770471,0.09376286578994188,1.678766172007798,0.1754486792426831,0.006330199479064869
300000,39.583333333333336,4.690421557213185,0.007352987133815521,0.008219409782659552,0.8423484860556808,0.09473598537695876,1.6109311857816735,0.1828062891009265,0.006180172081674586
310000,40.90277777777778,4.61893594589805,0.007377271079552668,0.00826521657791268,0.8431799568678989,0.0866762112454827,1.612706393227723,0.167709035520846,0.006162253990640426
320000,42.22222222222222,4.80148771394024,0.007365807731991341,0.008208368881889454,0.8248210824370142,0.09736975136719125,1.5742462426057027,0.1858601477630079,0.005987689087546486
330000,43.54166666666667,4.986128557143197,0.0073922955826764315,0.008191784718568108,0.7904537790107972,0.10124884748126801,1.5159453268008518,0.19511374835831813,0.0060628388822591885
340000,44.861111111111114,4.908286423732673,0.007400821652678548,0.0082208948328662,0.75468212090422,0.09432952894737645,1.4728445315763619,0.18546859454547318,0.0061367621274108705
350000,46.18055555555556,4.485839978260374,0.007372286341725851,0.008294597634914278,0.7988513424033487,0.06903471565791239,1.5266874762048297,0.13106596945084534,0.0060790151915350015
360000,47.5,4.637080368300847,0.007392080093793075,0.00827578035752081,0.8121123685666713,0.08884870395134727,1.5586078021560161,0.17322620015853676,0.006007927904865142
370000,48.81944444444444,4.928880859314001,0.0073973619272130935,0.00821182622264358,0.7510444236124326,0.08072677339423583,1.4621597804342281,0.15721235821340282,0.005996282304970918
380000,50.13888888888889,5.0720442249993125,0.007424593582400336,0.008208710846943324,0.7423245473744737,0.09171575409747922,1.4512225314530813,0.18006819624375567,0.006087676956881957
390000,51.458333333333336,4.88337144753176,0.007413668625157001,0.00823903687069934,0.723199977360829,0.0833210165578213,1.411800326532679,0.16264720033958255,0.006079100293156613
400000,52.77777777777778,4.889631651492815,0.0074424275630068535,0.00826507955761324,0.7097637464523944,0.07009659811045484,1.38781699329469,0.13948524601531878,0.0057393841321971475
410000,54.09722222222223,4.938801524487843,0.007454967414408371,0.008267623653639417,0.7013109941928253,0.07680359591084815,1.3747126229417908,0.1532798366835354,0.006067932019948927
420000,55.416666666666664,4.940623389603944,0.007435962366555473,0.008247133583594102,0.6771178011684935,0.06323128114807317,1.3252125499481693,0.1226634693623013,0.006013628756516099
430000,56.736111111111114,4.877135974514862,0.007450900620126498,0.008279125704994315,0.7051401416604436,0.07020842869721533,1.3797919458371892,0.137420423102544,0.006413024356698492
440000,58.05555555555555,4.622948113944316,0.0074471090707294,0.008338771383943996,0.663832734915615,0.05838965096029647,1.3266758484257892,0.1150666768646674,0.006127161615393543
450000,59.375,4.954565362697963,0.007487935510007754,0.008300984387092761,0.658480495969527,0.06410600728146897,1.2875399848037608,0.12360292743603642,0.006015115726030463
460000,60.69444444444444,4.628730861642735,0.007502390784622911,0.008397347160548171,0.6473581895466088,0.04505073307927088,1.2929750984469814,0.08352599734165429,0.005843927119023984
470000,62.01388888888889,4.212427462691833,0.0074779334010937545,0.008501480333946949,0.6693927230036678,0.04580123087890205,1.3283540996528465,0.0840812946185032,0.005862991565450742
480000,63.33333333333334,4.296818118272796,0.0075149128471897406,0.00851145277935062,0.5991265807559116,0.0397686165296585,1.2206845681474614,0.06121573886435671,0.005766319886595709
490000,64.65277777777777,4.0836562748265095,0.007492202071089237,0.00856406469348615,0.6467295840651816,0.051174737446196085,1.2844276350568196,0.0875402290700593,0.005793311903276879
500000,65.97222222222223,3.9272104006331827,0.007518417975618054,0.00865861362763966,0.6221187042039305,0.05834728228237315,1.2593459686488755,0.10741314386909041,0.005945876454329241
510000,67.29166666666667,3.8945863442277826,0.00754208584562491,0.008703828245693938,0.6332437473753355,0.05417892428307745,1.2831267294555013,0.09097387491926338,0.0061199167467179
520000,68.61111111111111,3.821560919749257,0.007538908278097222,0.008733958722562177,0.6032409759112576,0.07087824823132209,1.216198740068277,0.13332514627309963,0.005745630718103741
530000,69.93055555555556,3.915912953220538,0.007569714864232379,0.00872618452058689,0.624388541517159,0.060204496724278175,1.261768144311983,0.11124498779880274,0.0059757527727412815
540000,71.25,3.886137221472058,0.007587440566443397,0.008760369985947274,0.5893280998339155,0.06508714614921479,1.2175341495336902,0.12295121402409308,0.005948801821519911
550000,72.56944444444444,4.050380277785189,0.007634245217386783,0.008741936696979887,0.544806024430657,0.05004837759019253,1.1242389385395175,0.09212185945155892,0.0059399987975710935
560000,73.88888888888889,3.824347502722756,0.007644317243198818,0.00885662912849714,0.5488226605091503,0.06949418446087913,1.1292779067377896,0.13545447418449608,0.005768037626338437
570000,75.20833333333334,3.680866975689444,0.007635884547265804,0.008921810838707894,0.5526977145828733,0.07172573473884741,1.1571376081037894,0.14413106935989792,0.005817140159471257
580000,76.52777777777779,3.611872985953206,0.007630239500354258,0.008953865106561603,0.5508444238329393,0.08559305346504494,1.1246408495990707,0.1773756352863126,0.005821363645444193
590000,77.84722222222223,3.7077777992531624,0.007675874257340102,0.008956256197484188,0.5549074312899099,0.07189491972860168,1.1565264136775004,0.15250985255179472,0.0057393693502457155
600000,79.16666666666667,3.6858995128329046,0.007703738689038337,0.008996415156406394,0.5399790646616641,0.0759883963013026,1.1274600362964924,0.1568735972980492,0.006027011570102503
610000,80.48611111111111,3.542596616219503,0.007694702143856257,0.009071931480976396,0.526549353060169,0.0883143772140654,1.0970700355874141,0.18191986670912522,0.005568160863325503
620000,81.80555555555556,3.8144001889133397,0.007725161283813277,0.008956308182770954,0.5300356448692651,0.06811738250419305,1.107678655396991,0.1380407245038988,0.005545028423257206
630000,83.125,3.982746857654031,0.0077737497021453245,0.008933448542415045,0.5179011308971184,0.07092724355366309,1.0747359441055944,0.15359418605802763,0.005938698852305401
640000,84.44444444444444,3.8828210237039036,0.007818337452953697,0.009032502329324775,0.4649880110759154,0.07414826593687893,0.9821528508588862,0.16764873234179006,0.005509212026645862
650000,85.76388888888889,3.721347782245918,0.007800691315307593,0.00908938838165062,0.5016761214633536,0.07632170052131329,1.073486697195127,0.15660351776693007,0.005874987961090244
660000,87.08333333333334,3.7255934113029183,0.007843753340699514,0.00913786578534341,0.47442263971439924,0.09172765229994492,0.9964108385696359,0.20529127034470435,0.005660196348054107
670000,88.40277777777779,3.8553071638064096,0.007879111563708109,0.009110744175050658,0.460913115064284,0.08554325152453336,0.9727104958382377,0.19099375096370247,0.005534266499906097
680000,89.72222222222223,3.870341912469707,0.007871567720572908,0.009094038326202227,0.4776521317132105,0.0730766967989533,1.016774415967787,0.15702324645892243,0.005555377541374946
690000,91.04166666666667,4.073758851902399,0.00788364796940176,0.009019085013323387,0.43673362209869393,0.06479432364894241,0.9428374136326425,0.14624540756951415,0.005433935727727855
700000,92.36111111111111,3.919803932600483,0.007918829542594217,0.009126133739054194,0.44126010565163676,0.07149507851300609,0.9490227081048666,0.16492454025926934,0.005614950854214804
710000,93.68055555555556,4.353907448466478,0.007973052738618822,0.009012534819820377,0.4034516943846705,0.05421212608846395,0.8751963668246153,0.12307770804560035,0.0056353789892288324
720000,95.0,3.9089422769631983,0.007967742387753605,0.009183788649701959,0.4104660449744805,0.08254405543023204,0.8914370955450711,0.18324459779013114,0.005309090618341149
730000,96.31944444444444,4.079153717664852,0.007978966377489514,0.00912408128948983,0.41356631539622,0.0696612453908647,0.8919351733152618,0.15988129834798145,0.005400086401382422
740000,97.63888888888889,4.249945630446137,0.00798430694350099,0.009062647079477279,0.3991194196803121,0.055844596212823325,0.8794385655253762,0.12980744780950387,0.0055286301193991525
750000,98.95833333333334,4.335404906288839,0.008039576094772455,0.009090898064269888,0.35520762042877857,0.0703319926744094,0.7916953619709485,0.17513581064483622,0.005381786753202063
760000,100.27777777777779,4.344155088382197,0.008042667446679254,0.009090649734511553,0.3693255152455369,0.06993629609153852,0.8107738711997842,0.16676662537517875,0.005328269474223996
770000,101.59722222222223,4.277806221033205,0.00804129559195755,0.009114155641692849,0.4046257872206638,0.06592090364559024,0.8773273339213279,0.14780326168957622,0.005639097744360902
780000,102.91666666666667,4.312641824504232,0.00807718466867726,0.009142567203176164,0.3890652803229431,0.062311302851868366,0.8599991161901769,0.14554681149570173,0.0051885906924911225
790000,104.23611111111111,4.543306026600166,0.008107987427538026,0.00909846254267997,0.35316361722716855,0.05131274425242903,0.7967428589005527,0.12465153305146397,0.005437000408075086
800000,105.55555555555556,4.5207830235346735,0.008118999250401288,0.009116773819126135,0.37182481843167076,0.06750315146447876,0.8055357614084723,0.1539590823948022,0.0052818730272883455
810000,106.875,4.504111892213917,0.008147063057512186,0.009155108705638064,0.36338123361277735,0.05280457654033085,0.8117509517126962,0.12026291445180515,0.005441339800084696
820000,108.19444444444446,4.897648484591295,0.008199894252582182,0.009099740723369106,0.33714145496853287,0.04808303278682362,0.751363537708245,0.11189869616544577,0.005384852697835241
830000,109.51388888888889,4.6942162739407065,0.00817716571200921,0.00912771286381897,0.34296616003926045,0.05974471373649167,0.7620839064772744,0.13713033150035753,0.005462383134592161
840000,110.83333333333333,4.909338515303791,0.008186943922655286,0.009084128411121113,0.3416974840329004,0.046266942873242456,0.7555781036112011,0.10821649731833562,0.005212952088775975
850000,112.15277777777779,4.605394177071461,0.008197061696519738,0.009177699625611931,0.3285335681806016,0.05358347111095183,0.745500221238339,0.12908356359947962,0.005061440373276234
860000,113.47222222222223,5.128071390147118,0.008259918681147756,0.009110992789559867,0.3184747605499052,0.04435370456605045,0.7214450458465524,0.10821891953687754,0.005361662315230559
870000,114.79166666666669,4.774616453822949,0.008257212599018572,0.009193947690451298,0.3141190137878953,0.0674621963891315,0.7092395666771045,0.1667328680698031,0.005401268576877923
880000,116.1111111111111,5.29767552923119,0.008297126695162986,0.009112794864496033,0.29523123407022306,0.050844759843645636,0.6671240364935199,0.12226648745291513,0.0050077272346084264
890000,117.43055555555556,5.372342152936807,0.008307331617101697,0.009110450907207478,0.3104329189122422,0.043666587226174995,0.7043148829673146,0.10150318773263686,0.005269112526335568
900000,118.75,5.419575868451266,0.008312213855654288,0.009107279911202186,0.3072256663007847,0.03077976918095756,0.7246570966270292,0.06472501174206101,0.005245341466140802
910000,120.06944444444446,5.824859742099021,0.008354765374301519,0.009081005720598617,0.2907400830948914,0.0325689365761774,0.6871758622810453,0.06686054366728979,0.0049043943373262445
920000,121.38888888888889,5.681761790384247,0.008358008990660104,0.009106016470127811,0.3004422676174869,0.042455756877266194,0.6763052809319504,0.09428172635507397,0.005246740782212269
930000,122.70833333333333,5.48981352552544,0.008385932456081008,0.009172750662837226,0.2853348481107932,0.039959729230657305,0.6611734117136908,0.09648988979331696,0.004972578865740371
940000,124.02777777777779,5.533163583265865,0.008377634211429738,0.009155515184161973,0.2799564360345986,0.04449871724483474,0.6421471024514949,0.110332680245089,0.005119849200073483
950000,125.34722222222223,5.438791378496717,0.008420352220718767,0.0092195203813823,0.27215583328468174,0.038384457271434955,0.6565198179226396,0.0901902251206481,0.005002757110548145
960000,126.66666666666669,5.951290561510772,0.00841578857145644,0.009125375984008952,0.2649621627985901,0.03876406394381799,0.6374073507680735,0.09305450257210666,0.004963126489737806
970000,127.9861111111111,6.234197062473392,0.008437148645033709,0.00910674873124951,0.2599727543446473,0.03492250363585077,0.6001854062323224,0.08367017322508408,0.004849892823356126
980000,129.30555555555554,5.920933367757947,0.00846184657360184,0.009178931305587492,0.24557629828956967,0.034706493217496186,0.5802294905367725,0.08000919326586735,0.004932167717664349
990000,130.625,5.9941911016115546,0.008479241451562265,0.009184490909343023,0.2590974399876712,0.03674336988904413,0.6073856960224847,0.08304375639540823,0.004788482019169943
1000000,131.94444444444446,6.072024594828613,0.008480451137766746,0.009176883853806873,0.2552009794505773,0.033532311727507653,0.6058787720252848,0.0838225948341652,0.005055174649679999
1010000,133.26388888888889,6.533082718600797,0.008492753996857696,0.00912782695243351,0.24959113668421842,0.03432681145944562,0.5977957544936057,0.0780827373564245,0.004858915349209526
1020000,134.58333333333334,6.632972990047614,0.008525839123017975,0.009150805755194173,0.2414184999243885,0.033520345732397795,0.5792946408872063,0.07845844705970466,0.004837136415242176
1030000,135.90277777777777,6.544039985034945,0.008553852423308514,0.009191470750155629,0.25297886095314265,0.03404309069754449,0.6211911212869295,0.08712854233158152,0.00469068307071645
1040000,137.22222222222223,6.74317310495115,0.008623740845958938,0.0092410129800155,0.2156320149624228,0.03731536210826874,0.5073423789031766,0.09322419035570505,0.004579125118684673
1050000,138.54166666666669,6.765812754239029,0.008608092821066197,0.009222468253653924,0.2307780407527791,0.034711464752966395,0.5573998328218397,0.08736945027430368,0.004574319665164611
1060000,139.86111111111111,7.736551877088706,0.00862296337743953,0.009144907274121813,0.2345103399569638,0.03228518579507358,0.5539771534573563,0.06885561806627902,0.004526335589164009
1070000,141.18055555555557,7.630450211706292,0.008644074209995417,0.009176259109343088,0.22722163250382574,0.032078575864198655,0.5656906627100102,0.08039083958418204,0.004692938587717544
1080000,142.5,7.307792634423227,0.008660857627656874,0.009222532771073027,0.22463013048992633,0.030370340613221088,0.5547490719507933,0.07218574963841605,0.004715450411650408
1090000,143.81944444444446,7.067179162957535,0.0086925213081447,0.009278805204935571,0.21576885702351095,0.03017774254108599,0.5345026158603288,0.06510800395501666,0.004496316463805253
1100000,145.13888888888889,9.334294808889837,0.008737197741845426,0.009159793753670408,0.19498091361390446,0.03502784274848055,0.48970821491611255,0.07404514516137124,0.004386052592648864
1110000,146.45833333333334,7.884684138550632,0.008732630543584705,0.009249410623264953,0.2155251214963566,0.027882285049202697,0.522342517482727,0.05320042625312121,0.004661501435230716
1120000,147.77777777777777,7.063770321911736,0.008721891109035896,0.009310773658550615,0.1997401050195009,0.032421718731979965,0.49318202672598305,0.08282322636737616,0.0044367670516941475
1130000,149.09722222222223,8.663961471786855,0.008734832793012631,0.009195428703964191,0.20048399783193457,0.034096837606641284,0.5076327756019947,0.08105815130720442,0.004356427729262005
1140000,150.41666666666669,7.93094782519338,0.008767322186238933,0.009279248226538793,0.1954420249473569,0.02869465393229526,0.4864300892265987,0.05817492114991744,0.00433516764781162
1150000,151.73611111111111,9.95813822460881,0.008804656965208966,0.009199025409086686,0.18880151142067397,0.037076208974611946,0.47392463884211555,0.07854704805231459,0.004173676199631499
1160000,153.05555555555557,8.443234928619287,0.00880382553092358,0.009283597944448423,0.20968391901768127,0.0352437065765685,0.5210291133555252,0.08551211062568004,0.004393799815756799
1170000,154.375,9.394120017928811,0.008859553294660153,0.00928322481153848,0.17771373677376512,0.030720342862530076,0.44191126712213225,0.05594192908959951,0.004220690978273034
1180000,155.69444444444446,10.44380036065768,0.008860278833713797,0.009235558877854502,0.17808516965755958,0.038644921065237536,0.4565857670927924,0.09323664506875229,0.0043175437261443695
1190000,157.01388888888889,10.66247414842978,0.008905370295584875,0.0092731466669988,0.16095674695536874,0.039190249001357196,0.4199708000553182,0.09346689061725334,0.004054680259499536
1200000,158.33333333333334,9.819830025225126,0.0089000635507114,0.009305163051282999,0.1743335634343124,0.03340494062442722,0.42515774240103615,0.061164564744851,0.004233622250348463
