step,omega_ci_t,corr_A_deltaB,corr_A_Bmag,corr_A_Jdia,corr_A_rho_i
36500,4.815972222222222,0.003958897218816031,0.003958897218816025,0.0017253510165951688,0.0013304855079432187
37000,4.881944444444445,-0.0011717344043550096,-0.0011717344043550091,0.0012367594508347736,0.0013930926201122292
37500,4.947916666666667,-9.013108830800226e-05,-9.01310883080011e-05,-0.0014777162307627642,0.002955382016260395
38000,5.013888888888889,0.0019249522151940687,0.0019249522151940698,-0.001794088403680787,-0.0013635926373615982
38500,5.079861111111112,-0.0007663982525523367,-0.0007663982525523353,-0.0015050833511186818,0.002530782325569169
39000,5.145833333333334,0.0019759914477273295,0.00197599144772733,0.006705868335328209,0.0018016845878088103
39500,5.211805555555555,-0.000994547557550808,-0.0009945475575508064,0.004693407414158553,0.000925937872601357
40000,5.277777777777778,0.0022347012975561065,0.002234701297556107,-0.002006033540088134,0.0035168408568602453
40500,5.34375,0.0004728743267315622,0.0004728743267315592,0.0041413656823392365,0.006216517651117769
41000,5.409722222222222,-0.001447366221644007,-0.0014473662216440088,0.003610353082812364,0.002859171236194553
41500,5.475694444444445,0.0045172474903199325,0.0045172474903199256,-0.0034261485005368836,0.005836942783150873
42000,5.541666666666667,0.003600505975408293,0.0036005059754082866,0.002410810023817725,0.0032994982501184326
42500,5.607638888888889,0.00022602936282940697,0.000226029362829406,-0.0025457218607432717,0.0026491662859852738
43000,5.673611111111112,0.0037754958258833606,0.003775495825883359,0.002712000169778819,0.0006354730754216268
43500,5.739583333333334,0.000929272806987033,0.0009292728069870352,0.0011001208999894096,-0.002565851793273264
44000,5.805555555555555,-0.0004551455475455912,-0.00045514554754558944,-0.001988403143369448,0.0036258210908389674
44500,5.871527777777778,0.0024657723499271517,0.0024657723499271486,-0.0011002935171156745,-0.000602690042353875
45000,5.9375,0.004593039436152965,0.004593039436152958,0.0011903763563240707,0.0015860488397175564
45500,6.003472222222222,0.00011143580854853492,0.00011143580854853697,-0.00023871702801729467,0.00420848305734258
46000,6.069444444444445,0.0007977139516376438,0.0007977139516376449,0.0007507858553615194,0.005944305653357265
46500,6.135416666666667,-0.0019114330283499052,-0.0019114330283499052,-0.00085081311613521,9.243313316327497e-06
47000,6.201388888888889,0.001960940788836808,0.001960940788836807,0.0026168632883253923,0.0038046450452278967
47500,6.267361111111112,-0.0018539355874862547,-0.0018539355874862503,0.0041722609720736634,-0.0020252869461064747
48000,6.333333333333334,0.0003161572729118436,0.00031615727291184467,0.0021012735558285957,0.0047315850491695234
48500,6.399305555555555,-0.0008535085799182227,-0.0008535085799182238,-0.0018622273469062868,0.00023776414660546207
49000,6.465277777777778,0.001373028208132167,0.0013730282081321696,0.0019982223342519725,-0.00038527324679395414
49500,6.53125,0.0032165073972187236,0.0032165073972187297,0.001137525719140514,0.004505543900468996
50000,6.597222222222222,0.0029625918473761546,0.0029625918473761585,0.0005353111144617852,0.0046785956001834175
50500,6.663194444444444,0.00033772099948486327,0.0003377209994848614,-7.527358684902731e-05,0.004874625318752957
51000,6.729166666666668,0.002147305548148218,0.0021473055481482186,-0.0009442949449995937,-0.00013395000265156723
51500,6.795138888888889,0.0027031029336006237,0.002703102933600629,0.003551594881670264,0.004048898665589618
52000,6.861111111111112,0.0008495783795418347,0.0008495783795418338,0.0036423868506265215,0.0024471413674181383
52500,6.927083333333333,-0.0007283211781860576,-0.0007283211781860582,0.004913916941945366,0.0028237350140573603
53000,6.993055555555555,0.0026950692990706207,0.002695069299070618,-0.00349804258381916,0.0010324574850180909
53500,7.059027777777779,-0.0006740580477893343,-0.0006740580477893356,0.001468828440108711,0.0009729583962348462
54000,7.125,0.0008811141466686901,0.000881114146668688,-0.004424519636156707,0.0021314933655841163
54500,7.190972222222222,0.0032980648215436776,0.003298064821543672,-0.0015108999219845657,0.0035237427155926267
55000,7.256944444444444,0.0014719390174702737,0.0014719390174702724,0.0005407209955604399,0.00021625423994115698
55500,7.322916666666668,0.0012944748368457256,0.0012944748368457232,0.006658082303255459,0.0020760565020285565
56000,7.388888888888889,0.00021094316499289663,0.00021094316499289871,0.0021518450909368426,0.003797948491140232
56500,7.454861111111112,0.003255323707709582,0.003255323707709579,0.0029412719683269972,0.004261210279703188
57000,7.520833333333333,0.0008592497932337175,0.0008592497932337175,-0.002774526358921128,0.004182074456435416
57500,7.586805555555555,0.0024750837349040706,0.0024750837349040698,0.0018619755849388455,0.003532042770260318
58000,7.652777777777779,0.0021335374234468067,0.0021335374234468098,-0.0008110429452215563,0.0038867438673161067
58500,7.71875,0.00034314210930896466,0.000343142109308963,0.0028227036955816966,0.0013966978154736282
59000,7.784722222222222,0.0020170302358554866,0.0020170302358554857,0.00011335127261270584,0.0024505130768951574
59500,7.850694444444444,0.0014801381164419555,0.0014801381164419563,-0.0032969294700499613,0.005346447336195164
60000,7.916666666666668,-0.0013744954620985394,-0.0013744954620985355,0.0020210020504330822,0.0011578299888461508
60500,7.982638888888889,0.0024834798843175253,0.002483479884317524,-0.0016456738854248964,0.0002771271725038803
61000,8.04861111111111,0.00511685370801158,0.005116853708011574,-0.0019557768301443853,0.003809883930984312
61500,8.114583333333334,-0.0005396636898458118,-0.000539663689845811,-0.003771140729519734,0.005090147068139105
62000,8.180555555555555,0.0011694965737688596,0.0011694965737688576,0.0002338863136289901,0.0010475782859280475
62500,8.246527777777779,0.0029767918364436035,0.002976791836443602,0.0017909334275387522,0.0020144146382649383
63000,8.3125,-0.0004180995719507682,-0.00041809957195076947,0.0010844241831463606,0.0012002987911007713
63500,8.378472222222221,0.0024307204882600126,0.0024307204882600066,0.0009334605558275254,0.003264967967597182
64000,8.444444444444445,-0.0011974671797363556,-0.0011974671797363595,0.0036529709638567264,0.00023858894016591422
64500,8.510416666666668,-0.00021441456624075425,-0.00021441456624075644,-0.001182385072444725,0.001652139448874992
65000,8.57638888888889,0.002082494832290403,0.0020824948322904022,0.004207392921580938,0.0002906474655299914
65500,8.64236111111111,0.0018842099427255133,0.001884209942725512,-0.001785746113059426,0.003024612835131231
66000,8.708333333333334,0.0054608350515328,0.005460835051532798,0.001211180086601601,0.0022461799798074475
66500,8.774305555555555,0.0030838163586419482,0.003083816358641948,-1.9922536300547537e-05,0.0018107221226859604
67000,8.840277777777779,0.001798598007857232,0.0017985980078572333,-0.0005396117081189019,0.0025767711271483975
67500,8.90625,0.00046518774583398283,0.00046518774583398283,0.0026012752232996896,0.0012689382661374403
68000,8.972222222222223,0.0019415011405359028,0.0019415011405359045,-0.0011351638517772616,0.0034588159486803895
68500,9.038194444444445,0.0003175863748893181,0.000317586374889317,-0.0025004703410043323,0.006517785906230052
69000,9.104166666666668,0.00010612133632094818,0.00010612133632094831,0.000313683513449209,0.001397120133608829
69500,9.17013888888889,0.00027469255519087737,0.0002746925551908785,0.001870413788633411,0.0018118150908159709
70000,9.23611111111111,-0.0006547563557330768,-0.0006547563557330747,0.002635873430115,0.004969188866885885
70500,9.302083333333334,0.0029894709586204557,0.002989470958620453,0.0007660697016411266,0.0014688316966616599
71000,9.368055555555555,-0.0007107980488708967,-0.0007107980488708972,0.003479543696271478,0.007194548520011667
71500,9.434027777777779,0.0004374996976134167,0.0004374996976134188,0.0027744902572572937,0.004218983092876078
72000,9.5,-0.0016319087500128895,-0.0016319087500128882,-0.0037022526022499227,0.005991198091944929
72500,9.565972222222223,-0.0022032948180040935,-0.002203294818004092,0.0022366113623608404,0.001568535948832138
73000,9.631944444444445,0.0022107950050597306,0.0022107950050597337,0.0006271916023324302,0.003794731924878475
73500,9.697916666666668,-0.0012363754778991693,-0.0012363754778991726,-0.0013963097643104208,0.004402623808266791
74000,9.76388888888889,-0.0027050697906292826,-0.002705069790629284,-0.0026216652180185043,0.0016003985681948569
74500,9.82986111111111,0.0026267865037062745,0.002626786503706262,-0.0014530822158850005,0.0022775884382042807
75000,9.895833333333334,0.0026590932051688857,0.0026590932051688875,-0.0023069913891487826,0.006225720733442975
75500,9.961805555555555,0.0011596115463924888,0.0011596115463924895,0.0026228500495133317,0.0024584052316677218
76000,10.027777777777779,0.0028648790129987252,0.0028648790129987257,-0.0005480631036974043,0.0027794106453902486
76500,10.09375,0.003745573248660227,0.0037455732486602277,0.0010899065436245081,0.004752556052457526
77000,10.159722222222223,0.0012196553582527947,0.001219655358252793,-0.00015307104373240736,0.0013123082740360227
77500,10.225694444444445,8.789914367529714e-05,8.789914367529258e-05,-0.0015845045483953843,-0.0002331612046886156
78000,10.291666666666668,0.0012495271124679777,0.0012495271124679753,0.002598290490814177,-0.0018625425170586004
78500,10.35763888888889,0.0016647596253515703,0.0016647596253515657,0.003215715944455935,0.0014035220863843835
79000,10.42361111111111,0.0004463944748800722,0.0004463944748800699,-0.001464034481614845,0.0025615781263518484
79500,10.489583333333334,0.003616269663814837,0.0036162696638148404,-0.0024412705615633246,0.004111839724339136
80000,10.555555555555555,0.00017984724190138826,0.00017984724190138972,-0.0002670593734042788,0.001330802661894345
80500,10.621527777777779,-0.0009496299767035638,-0.0009496299767035601,-0.00036143462269650357,0.0027191346521173265
81000,10.6875,0.004636006356880079,0.004636006356880077,-0.004763417745926533,0.004441098108228404
81500,10.753472222222223,-0.001816984358844146,-0.0018169843588441436,-0.004861617679745355,0.003286029990501264
82000,10.819444444444445,-0.0008220173668206018,-0.0008220173668205982,-0.0008459620422878927,0.002168664490032466
82500,10.885416666666668,0.0015499039667570607,0.0015499039667570623,-0.0024118756829058785,0.0029781115460798266
83000,10.95138888888889,0.002305024635738154,0.002305024635738146,-0.0012644028939536535,0.001872381159000282
83500,11.01736111111111,0.0007284097764565042,0.0007284097764565119,-0.002417402370466135,0.005298261361350215
84000,11.083333333333334,0.0004504102146078961,0.000450410214607894,-0.0025312249368084176,0.0016988332289584328
84500,11.149305555555555,0.0010645865937970193,0.0010645865937970243,-0.0008061437358244809,0.0026122457198362596
85000,11.215277777777779,0.002335871974897769,0.002335871974897764,-0.00329606435208883,0.001071553281154452
85500,11.28125,0.0010115908737848732,0.0010115908737848725,-0.0013406391612399756,0.004012584987138028
86000,11.347222222222223,0.0026158127111453986,0.002615812711145405,-0.0023478984152670935,0.0015614341695447422
86500,11.413194444444445,0.0021055694958034875,0.0021055694958034897,-0.002157892024543189,0.005999647418430783
87000,11.479166666666668,0.0009741827314743324,0.0009741827314743376,-1.294575592283419e-05,0.0018976083629149473
87500,11.54513888888889,-0.0018805612284995693,-0.001880561228499567,-0.0043817203756852325,0.003164627502253798
88000,11.61111111111111,0.0003979332158735089,0.00039793321587351253,0.006140996350207819,0.0040862778518427996
88500,11.677083333333334,0.0006942706237606783,0.0006942706237606779,-0.001057906790677246,0.006094900992738693
89000,11.743055555555555,-0.0023651761242184585,-0.00236517612421847,0.0034188890457336673,0.005176164025413511
89500,11.809027777777779,-0.0006630864366133759,-0.0006630864366133791,2.307910691738004e-05,0.0017954300110459972
90000,11.875,0.0007056421086045124,0.0007056421086045105,0.0022745457260971652,0.0071954542964426165
90500,11.940972222222223,0.0013015755490097761,0.0013015755490097764,0.00011156616057150212,0.003059074358488122
91000,12.006944444444445,0.0016751825159134774,0.0016751825159134796,0.0002827466754485895,-0.0010924356060699417
91500,12.072916666666668,0.0017264301216790166,0.0017264301216790177,0.0030979867315750354,0.00285674699643452
92000,12.13888888888889,0.0009682135783687737,0.0009682135783687702,0.0015287230566684556,0.0018316954590167321
92500,12.20486111111111,-0.0006811774100392548,-0.0006811774100392573,0.0023396276562085293,0.00434075112202815
93000,12.270833333333334,0.00384328938605679,0.0038432893860567887,0.0020465135668721796,0.0009968310358182521
93500,12.336805555555555,0.0024444155502139934,0.00244441555021399,-0.00020654462469160313,0.00015288984165245676
94000,12.402777777777779,0.0015143790469165895,0.0015143790469165893,-0.0037912674518188827,0.004326175931533257
94500,12.46875,0.0007301888180520753,0.0007301888180520749,-0.0024916693982240685,0.0018455828740922885
95000,12.534722222222223,-0.0015545628546022084,-0.0015545628546022054,0.0003672764071641554,0.00631966346127445
95500,12.600694444444445,-0.00020197963650138862,-0.00020197963650138946,-0.00034160664544746907,0.0058686510604673905
96000,12.666666666666668,0.00015907601805127303,0.0001590760180512717,0.0010969626279918772,0.004717920683844122
96500,12.73263888888889,0.0038296468844441892,0.0038296468844441875,-0.0024175035226423527,0.0017076375535091137
97000,12.79861111111111,0.0037894459633759344,0.003789445963375934,0.0003225716372947813,0.0010968969433680195
97500,12.864583333333334,0.0009305654831766144,0.0009305654831766122,-0.004564229984801086,-0.002429035378063512
98000,12.930555555555555,-0.0009234861283923695,-0.0009234861283923674,0.0005497796083289208,0.0034274774234068525
98500,12.996527777777779,-0.0030525330112332657,-0.003052533011233264,0.0007701456243455979,0.005202512824159527
99000,13.0625,-9.164117202115542e-05,-9.164117202115509e-05,-0.0005147316597808315,0.003462133050850182
99500,13.128472222222223,0.0017657965620252616,0.0017657965620252632,-0.00084329337836353,0.003828846149360932
100000,13.194444444444445,-0.0014871502810441296,-0.0014871502810441277,-0.002683724185874645,0.001552379440456439
100500,13.260416666666666,-0.00030087780571199345,-0.0003008778057119926,0.002383425638912417,0.003369653271524519
101000,13.326388888888888,0.0012029651196108439,0.0012029651196108426,-0.00598176755169932,0.00258903304904161
101500,13.39236111111111,-0.0020752576770671485,-0.0020752576770671485,0.0026512625534822194,0.002643912393102964
102000,13.458333333333336,0.0014231744884646604,0.0014231744884646604,0.0035124390286826136,0.0007068585052400372
102500,13.524305555555557,0.0031757529499637947,0.0031757529499638025,0.002636902521815039,0.00445128230582182
103000,13.590277777777779,0.00011504662002867872,0.00011504662002867574,0.007233488361960239,0.0046956934237451405
103500,13.65625,0.004146330309602461,0.004146330309602463,-0.0005723054576306741,0.003236259754529564
104000,13.722222222222223,0.005200235915344088,0.005200235915344085,-0.001127372133914724,0.004846398727574416
104500,13.788194444444445,0.00010515975399620786,0.00010515975399620922,-0.001570820129435068,0.005126928287646691
105000,13.854166666666666,-0.0004869858565705104,-0.0004869858565705082,-0.0023426032305490637,0.003107937547076758
105500,13.920138888888888,0.0052421040840468554,0.00524210408404685,-0.0029876741998818793,0.0026387369312254137
106000,13.98611111111111,0.0007956938640288594,0.0007956938640288604,0.0006594571026439096,0.0033384483258521295
106500,14.052083333333336,-0.00017943741280000995,-0.00017943741280001103,-0.004329333707581465,0.0012532294898048419
107000,14.118055555555557,-0.0005946086374852867,-0.0005946086374852851,-0.0020834446770917146,0.0009213618808080287
107500,14.184027777777779,0.0007623583087413386,0.0007623583087413377,-0.0020778406780508902,0.006484367764521816
108000,14.25,0.0005872875573839648,0.000587287557383966,0.000600645934828845,0.006309847742828264
108500,14.315972222222223,0.0033369888169491897,0.0033369888169491905,-0.0017003294789428808,0.0031011991573185148
109000,14.381944444444445,-0.0010843361847910186,-0.001084336184791019,-0.00012582838794055775,0.0030360622637200328
109500,14.447916666666666,-0.0015295202940901118,-0.0015295202940901126,-0.0013255273718500637,0.004329542654845266
110000,14.513888888888888,0.001746564446344723,0.001746564446344723,-0.0011512270189546969,0.004054320663385006
110500,14.57986111111111,0.001468391013208321,0.001468391013208315,0.0004671461445302676,0.004797084571522803
111000,14.645833333333336,0.0028330646434743425,0.002833064643474342,-4.201230910844276e-05,0.005015414246072845
111500,14.711805555555557,-0.001038615600627775,-0.0010386156006277768,0.004872801516125522,0.0013944959935503138
112000,14.777777777777779,-0.0011045006366833152,-0.0011045006366833126,-0.002279065064642788,0.006686966436943186
112500,14.84375,0.0009398492819406522,0.0009398492819406535,0.0014569962076618433,0.006465357219383416
113000,14.909722222222223,-0.0012867545136738515,-0.0012867545136738517,-0.00021151057917978525,0.003607258320954344
113500,14.975694444444445,0.0012942092428778536,0.001294209242877858,0.00039734874428494585,0.00455128164915729
114000,15.041666666666666,0.0033882825762142276,0.0033882825762142285,-0.0032144473206108994,0.0054677474242407174
114500,15.107638888888888,-0.002403616456244117,-0.0024036164562441144,0.002623850768449361,0.003769283440616261
115000,15.17361111111111,0.0025761560353245246,0.0025761560353245194,0.0007258814850231052,0.0025604578844962275
115500,15.239583333333336,0.0026902125449451805,0.002690212544945188,0.00386735328129137,0.0030885627861542767
116000,15.305555555555557,0.00035336654180230097,0.00035336654180229945,0.00044246235359273503,0.006318345248481856
116500,15.371527777777779,0.0030683240144676487,0.003068324014467649,0.000588799602975547,0.005522969298542108
117000,15.4375,0.0002975516263295206,0.0002975516263295195,-0.004580563882305596,0.006796604171785885
117500,15.503472222222223,0.0003171052205128836,0.00031710522051288387,-0.001553260245042251,0.0038138732984775545
118000,15.569444444444445,-0.002271783749372422,-0.002271783749372427,0.0006767933973680095,0.006112814625963262
118500,15.635416666666666,0.0022873056863005337,0.0022873056863005306,0.00022196625663616166,0.005739180619664963
119000,15.701388888888888,0.0023677163019716284,0.002367716301971625,-0.0008681969509282173,0.0023315547691923587
119500,15.76736111111111,0.0001542419421610557,0.00015424194216105325,-0.0029832250752596413,0.003512845838732691
120000,15.833333333333336,0.0011942459749374682,0.0011942459749374693,0.00038442524175342406,0.0028560866782867123
120500,15.899305555555557,0.00021932461473971886,0.00021932461473971935,0.0009428032414013984,0.00986519404872637
121000,15.965277777777779,0.004190911117070773,0.004190911117070776,0.0005547885361186415,0.004906692576842189
121500,16.03125,0.0012467680567619058,0.001246768056761909,0.00025588017252127325,0.005169433648580657
122000,16.09722222222222,0.0014231091698604784,0.0014231091698604784,0.002720630428956833,0.0065147434572915795
122500,16.163194444444443,-9.345944282777869e-05,-9.345944282777681e-05,-0.0028894176158140482,0.0033043865688665176
123000,16.229166666666668,0.0005672533014077772,0.0005672533014077769,-0.005965546419412015,0.003290032413016822
123500,16.29513888888889,0.0013321212201792315,0.001332121220179231,0.0016915603301225033,0.0016290099925567272
124000,16.36111111111111,0.002135962842150616,0.0021359628421506165,0.0016239702229947455,0.002405428114616485
124500,16.427083333333336,0.001928102355855053,0.0019281023558550543,-0.001429909758346984,0.005819363854734587
125000,16.493055555555557,0.0016247714360869906,0.0016247714360869922,-0.0012009901439497869,0.0016730356836580451
125500,16.55902777777778,-0.0028299988855965356,-0.0028299988855965343,-0.001857349129788159,0.006584691841418662
126000,16.625,-0.00035953898790825565,-0.0003595389879082565,0.00456277436951506,0.005231375613328611
126500,16.69097222222222,-2.7509937689058613e-05,-2.7509937689057596e-05,-0.0056590536549047605,0.005284595754352943
127000,16.756944444444443,0.00021014788268305446,0.00021014788268305194,-0.0017843924005349326,0.002817465355602487
127500,16.822916666666668,0.0018330716903613706,0.0018330716903613702,-0.00224451023805294,0.0030703967571790863
128000,16.88888888888889,-0.0017297827696105869,-0.0017297827696105834,0.001048847706400643,0.0035284616751562097
128500,16.95486111111111,0.0001434369794753339,0.00014343697947533275,0.0019563251253718007,0.005027126086983052
129000,17.020833333333336,0.004717620228291165,0.004717620228291159,-0.0026315011587015914,0.00032002596459140674
129500,17.086805555555557,-0.000558824780631128,-0.0005588247806311272,0.002876772901108834,0.00415680259523673
130000,17.15277777777778,0.0011170588480662782,0.0011170588480662795,-0.002258887345895856,0.003054222980300596
130500,17.21875,0.0003199412695506707,0.0003199412695506666,-0.0024033835787751665,0.006435248762643957
131000,17.28472222222222,0.0035748011104922085,0.0035748011104922025,1.829411704503754e-05,0.006862192976119284
131500,17.350694444444443,0.0014815188186377206,0.0014815188186377212,-0.002618391674449583,0.004691591733422085
132000,17.416666666666668,-0.0010212770848310351,-0.0010212770848310345,0.0024056429653282084,0.00641807812574866
132500,17.48263888888889,0.0015204484673395197,0.0015204484673395201,-0.001266506076928694,0.0035864451223758687
133000,17.54861111111111,0.0010067097712904715,0.001006709771290473,-0.00016711767815123327,0.002822866655590016
133500,17.614583333333336,0.0027124376437791986,0.0027124376437792017,0.0026076805412749335,0.003892356569654441
134000,17.680555555555557,0.0013178077422312494,0.0013178077422312496,0.000875587461807364,0.003842003988873358
134500,17.74652777777778,0.0024226602671529986,0.0024226602671529986,-0.0019909467777522766,0.005703631489935172
135000,17.8125,0.0015828657319321845,0.0015828657319321851,0.002200998185861164,0.0039041334477891384
135500,17.87847222222222,0.0005837990973782529,0.0005837990973782517,0.0002726219933536867,0.006266652395431866
136000,17.944444444444446,0.0031597368957628734,0.0031597368957628743,-0.000465602279526345,0.0026666636969542913
136500,18.010416666666668,0.0024878399167136225,0.0024878399167136186,0.0015161351463263534,0.0029389819267755233
