step,omega_ci_t,E_kin_bulk,E_kin_thermal,E_internal_i,E_internal_e,E_B,E_total,energy_error
290000,38.26388888888889,4.049319757339573e-07,0.03756547917792009,0.037565479177920094,nan,9.631891415430343e-07,0.037566847299037365,-0.05976343510544419
300000,39.583333333333336,7.755557464491706e-08,0.037450809065432265,0.037450809065432265,nan,9.859398427225242e-07,0.03745187256084963,-0.06264106420279085
310000,40.90277777777778,2.104987897669296e-07,0.03743257830190059,0.037432578301900596,nan,1.009269396793348e-06,0.03743379807008715,-0.06309343905797779
320000,42.22222222222222,4.471768919744161e-07,0.037118228449281414,0.037118228449281414,nan,1.0325929536144454e-06,0.037119708219127,-0.07095459280836393
330000,43.54166666666667,5.583432627926782e-07,0.0369851496214477,0.0369851496214477,nan,1.057267172013029e-06,0.036986765231882504,-0.07428193770527762
340000,44.861111111111114,8.912324293863168e-07,0.03705977932457864,0.037059779324578636,nan,1.0839411643616775e-06,0.03706175449817239,-0.0724050793791287
350000,46.18055555555556,4.2778898326071336e-07,0.03715374445286832,0.03715374445286833,nan,1.1021503277291526e-06,0.03715527439217931,-0.07006442983804713
360000,47.5,6.405891273097801e-07,0.03689512611331124,0.036895126113311236,nan,1.1249319725352574e-06,0.03689689163441109,-0.07653132642529954
370000,48.81944444444444,1.4924331241025191e-06,0.03674798893864202,0.03674798893864202,nan,1.1512829922602856e-06,0.036750632654758385,-0.08019194876922361
380000,50.13888888888889,1.9673368108854087e-06,0.0368215684054958,0.036821568405495796,nan,1.175857037842943e-06,0.03682471159934453,-0.07833787430206772
390000,51.458333333333336,1.4769332678819204e-06,0.03666082878639477,0.03666082878639476,nan,1.1927078385936677e-06,0.03666349842750124,-0.08237277554632451
400000,52.77777777777778,2.942885926230035e-06,0.036507405297950775,0.036507405297950775,nan,1.2153155122551587e-06,0.036511563499389256,-0.08617545756960869
410000,54.09722222222223,1.712255139876099e-06,0.036515359104064164,0.03651535910406416,nan,1.2493822318981684e-06,0.03651832074143594,-0.08600633488546218
420000,55.416666666666664,3.6533185865433476e-06,0.036347749969228474,0.03634774996922848,nan,1.274672254265031e-06,0.03635267796006928,-0.0901521019899527
430000,56.736111111111114,4.7613761117499605e-06,0.036589374596264136,0.036589374596264136,nan,1.302233435466727e-06,0.036595438205811355,-0.08407621125223474
440000,58.05555555555555,4.371564663064737e-06,0.03637282615908378,0.03637282615908377,nan,1.322648500772249e-06,0.03637852037224761,-0.08950530880388287
450000,59.375,9.682014153873938e-06,0.036016786780877906,0.03601678678087791,nan,1.3495047042821595e-06,0.036027818299736065,-0.0982828064026262
460000,60.69444444444444,1.2911391902788252e-05,0.0360803013021404,0.03608030130214039,nan,1.392759033396516e-06,0.03609460545307658,-0.09661123350921551
470000,62.01388888888889,1.1283585457154777e-05,0.03625425405640086,0.036254254056400856,nan,1.428159516642369e-06,0.03626696580137466,-0.09229733672363218
480000,63.33333333333334,1.0745991871144945e-05,0.03579067310802604,0.035790673108026035,nan,1.4706319385156247e-06,0.03580288973183571,-0.10391239949426431
490000,64.65277777777777,1.439409994094466e-05,0.03583925245788783,0.03583925245788782,nan,1.5094155920927238e-06,0.035855155973420864,-0.10260426120262661
500000,65.97222222222223,1.5637769872978345e-05,0.035873259360080616,0.035873259360080616,nan,1.5449593413658895e-06,0.035890442089294955,-0.10172110760408719
510000,67.29166666666667,1.2763130350439255e-05,0.03558123878453053,0.035581238784530525,nan,1.600183077725214e-06,0.035595602097958694,-0.10910046894470866
520000,68.61111111111111,1.5300655585243633e-05,0.035473464553197886,0.03547346455319788,nan,1.6532611032750305e-06,0.0354904184698864,-0.11173304261677114
530000,69.93055555555556,2.0090361761407745e-05,0.03565163583521068,0.03565163583521068,nan,1.7156013362829769e-06,0.03567344179830837,-0.10715226892976949
540000,71.25,2.0310521539091662e-05,0.03534952762034732,0.03534952762034732,nan,1.7985995595495353e-06,0.035371636741445965,-0.11470595443532391
550000,72.56944444444444,1.9208370745868067e-05,0.03540633874618538,0.03540633874618539,nan,1.868674455020023e-06,0.03542741579138627,-0.11330989631281277
560000,73.88888888888889,2.3895610987058616e-05,0.03524080836286899,0.03524080836286898,nan,1.9309208661238516e-06,0.03526663489472217,-0.11733397841841967
570000,75.20833333333334,2.648581366315476e-05,0.03524114003586686,0.03524114003586686,nan,1.996091280526323e-06,0.03526962194081055,-0.11725921755464627
580000,76.52777777777779,2.2397036702507406e-05,0.035110604837174306,0.035110604837174306,nan,2.080534567358896e-06,0.03513508240844417,-0.12062652135705833
590000,77.84722222222223,2.4503405235459154e-05,0.03507528815100319,0.03507528815100319,nan,2.176598226273806e-06,0.035101968154464924,-0.12145531681499637
600000,79.16666666666667,2.7270998341762403e-05,0.03533660990684979,0.03533660990684978,nan,2.2810115922005244e-06,0.035366161916783746,-0.1148429803159582
610000,80.48611111111111,2.805123196639008e-05,0.03484377691329431,0.03484377691329431,nan,2.3686762806820146e-06,0.03487419682154138,-0.1271560596520184
620000,81.80555555555556,2.9909137778919978e-05,0.03482824352021031,0.0348282435202103,nan,2.459578530913347e-06,0.03486061223652014,-0.1274960595315455
630000,83.125,3.5012426494437744e-05,0.0351687488348193,0.035168748834819304,nan,2.5124457794531825e-06,0.035206273707093186,-0.11884471993094169
640000,84.44444444444444,3.2535257006145504e-05,0.035136416427696625,0.035136416427696625,nan,2.5721445525621806e-06,0.035171523829255334,-0.1197144523710553
650000,85.76388888888889,2.991957801437046e-05,0.03515948573176027,0.03515948573176027,nan,2.642429996441929e-06,0.03519204773977108,-0.11920077255736423
660000,87.08333333333334,2.576534096622433e-05,0.035102319270415155,0.035102319270415155,nan,2.741040662841559e-06,0.03513082565204422,-0.12073306098715353
670000,88.40277777777779,3.4317044506202424e-05,0.03493116509378176,0.03493116509378176,nan,2.8497620095647147e-06,0.03496833190029753,-0.12480001304578565
680000,89.72222222222223,3.2829354923835514e-05,0.03481978292122535,0.03481978292122536,nan,2.9464063213028954e-06,0.03485555868247049,-0.12762254169978096
690000,91.04166666666667,2.6662163213833074e-05,0.035236919042211066,0.03523691904221107,nan,3.0254831514271414e-06,0.03526660668857633,-0.117334684371982
700000,92.36111111111111,3.2771450293517204e-05,0.034800346850733944,0.03480034685073395,nan,3.0956629146542866e-06,0.03483621396394212,-0.1281067082723226
710000,93.68055555555556,3.7037215064042934e-05,0.03449187205844205,0.034491872058442036,nan,3.132369855298922e-06,0.03453204164336139,-0.13571964250559154
720000,95.0,3.028830922430191e-05,0.034567895909470465,0.03456789590947047,nan,3.190386242212459e-06,0.03460137460493698,-0.13398435220808852
730000,96.31944444444444,3.140549853519461e-05,0.034541546460805525,0.034541546460805525,nan,3.2857167537336273e-06,0.034576237676094454,-0.13461348830350692
740000,97.63888888888889,3.385939484190922e-05,0.03445047349453847,0.034450473494538475,nan,3.3854612886874555e-06,0.034487718350669064,-0.13682898181570496
750000,98.95833333333334,3.571659099338728e-05,0.03437288073187779,0.03437288073187779,nan,3.513353122735487e-06,0.03441211067599391,-0.13872131788932734
760000,100.27777777777779,3.200224306518894e-05,0.03433323709028372,0.034333237090283714,nan,3.6136253639576523e-06,0.034368852958712864,-0.1398039875948193
770000,101.59722222222223,3.857416984465827e-05,0.034522237399168175,0.034522237399168175,nan,3.6999963807308765e-06,0.034564511565393564,-0.13490697361935505
780000,102.91666666666667,4.1959999899929574e-05,0.03449724669447854,0.03449724669447854,nan,3.734400845987243e-06,0.034542941095224454,-0.13544684710443947
790000,104.23611111111111,3.270080181764522e-05,0.03446166749628841,0.034461667496288415,nan,3.792043627402249e-06,0.034498160341733454,-0.13656763590794513
800000,105.55555555555556,3.878524290110826e-05,0.03449307753296218,0.034493077532962185,nan,3.8651729334326964e-06,0.03453572794879672,-0.1356273803273983
810000,106.875,3.476207210013366e-05,0.034273463496190565,0.03427346349619058,nan,3.9558939257265726e-06,0.03431218146221642,-0.1412223821907005
820000,108.19444444444446,3.427779712899983e-05,0.0342408915263817,0.0342408915263817,nan,4.03156576596149e-06,0.03427920088927666,-0.14204783183150463
830000,109.51388888888889,3.236046821850127e-05,0.03417699461307562,0.03417699461307562,nan,4.1753004451676315e-06,0.03421353038173929,-0.1436914569121592
840000,110.83333333333333,3.618896410152834e-05,0.03424879448713949,0.03424879448713949,nan,4.290010021643117e-06,0.034289273461262655,-0.1417957318772983
850000,112.15277777777779,4.0254811614190505e-05,0.03388544384468363,0.03388544384468363,nan,4.369157524657722e-06,0.033930067813822476,-0.15078606000761585
860000,113.47222222222223,3.5406151749485705e-05,0.03416063427582128,0.03416063427582127,nan,4.4129207630537796e-06,0.03420045334833381,-0.14401875360730923
870000,114.79166666666669,3.3210918508473926e-05,0.03417179602509256,0.03417179602509256,nan,4.446205210965827e-06,0.034209453148812,-0.1437935033642162
880000,116.1111111111111,3.377105345313941e-05,0.03410438626202665,0.03410438626202666,nan,4.491974848845944e-06,0.03414264929032863,-0.14546549435995013
890000,117.43055555555556,3.162472709770372e-05,0.03412311622257824,0.03412311622257824,nan,4.547231186196324e-06,0.03415928818086214,-0.145049050223599
900000,118.75,3.187511719389659e-05,0.03411650026490982,0.03411650026490981,nan,4.6368185232420055e-06,0.034153012200626956,-0.14520612771404434
910000,120.06944444444446,2.8674626657279826e-05,0.03394403838801485,0.03394403838801485,nan,4.74305958851233e-06,0.03397745607426064,-0.14960000958246206
920000,121.38888888888889,3.340236834828775e-05,0.03407892599096104,0.03407892599096104,nan,4.8639742858995195e-06,0.03411719233359523,-0.14610264022851746
930000,122.70833333333333,3.099615068951013e-05,0.03404985402755885,0.034049854027558855,nan,4.98422280604522e-06,0.0340858344010544,-0.14688747784184422
940000,124.02777777777779,3.22682758154437e-05,0.03401169748306076,0.03401169748306075,nan,5.052849293359449e-06,0.03404901860816956,-0.14780891674674806
950000,125.34722222222223,3.266548120750357e-05,0.03409420291855103,0.03409420291855103,nan,5.066260469238264e-06,0.03413193466022778,-0.1457336639755676
960000,126.66666666666669,3.1730781386228524e-05,0.03394786760037886,0.03394786760037886,nan,5.080684065988105e-06,0.033984679065831074,-0.14941922995173115
970000,127.9861111111111,3.143648550380298e-05,0.03381623252155517,0.03381623252155517,nan,5.113570737136398e-06,0.03385278257779611,-0.1527203826900614
980000,129.30555555555554,3.625964687512431e-05,0.03381609438435398,0.03381609438435398,nan,5.164985314023826e-06,0.03385751901654313,-0.15260183739766878
990000,130.625,3.329893127604036e-05,0.03403078306821911,0.03403078306821912,nan,5.265837670100591e-06,0.034069347837165254,-0.14730010949215688
1000000,131.94444444444446,3.191173351301064e-05,0.03393515629060113,0.03393515629060112,nan,5.374850066171968e-06,0.03397244287418031,-0.14972548175704037
1010000,133.26388888888889,3.279876073918383e-05,0.03379680133622351,0.033796801336223495,nan,5.501368082131957e-06,0.03383510146504482,-0.15316291193890816
1020000,134.58333333333334,2.837709709283305e-05,0.03397317239405596,0.033973172394055964,nan,5.595929059102128e-06,0.03400714542020789,-0.14885693395449678
1030000,135.90277777777777,2.9734113461170913e-05,0.03389298391577742,0.033892983915777414,nan,5.660565038416178e-06,0.033928378594277005,-0.1508283384019177
1040000,137.22222222222223,2.8837940532083336e-05,0.033937595408383744,0.033937595408383744,nan,5.679653053749936e-06,0.03397211300196958,-0.14973373791736702
1050000,138.54166666666669,3.568077223704043e-05,0.03396197096684877,0.03396197096684877,nan,5.674959409517926e-06,0.03400332669849533,-0.1489525102948994
1060000,139.86111111111111,3.4245080489958585e-05,0.03384665719276203,0.03384665719276203,nan,5.686574893294237e-06,0.033886588848145285,-0.1518742671975372
1070000,141.18055555555557,2.868337621015749e-05,0.033988307512534593,0.03398830751253461,nan,5.720133393325186e-06,0.03402271102213807,-0.14846735247131163
1080000,142.5,3.083417800333383e-05,0.03392614732401465,0.03392614732401465,nan,5.7832401375375705e-06,0.033962764742155524,-0.1499677095260396
1090000,143.81944444444446,3.0818782956117436e-05,0.03393040160237736,0.03393040160237736,nan,5.891388358969495e-06,0.03396711177369245,-0.1498589104573492
1100000,145.13888888888889,3.0387132357800608e-05,0.03382033628933178,0.03382033628933179,nan,6.022137663090779e-06,0.03385674555935267,-0.15262119576240094
1110000,146.45833333333334,3.219076276960732e-05,0.0343099367494992,0.0343099367494992,nan,6.141192628209224e-06,0.03434826870489701,-0.14031917770232752
1120000,147.77777777777777,2.5794060541561673e-05,0.03399577176833296,0.03399577176833296,nan,6.224824082825112e-06,0.03402779065295734,-0.14834021764430777
1130000,149.09722222222223,3.247734453830807e-05,0.03368162851883931,0.03368162851883931,nan,6.2677876510476e-06,0.033720373651028666,-0.15603436092928363
1140000,150.41666666666669,2.591862119940383e-05,0.03397788937900296,0.03397788937900296,nan,6.238340636423883e-06,0.03401004634083878,-0.14878432866964791
1150000,151.73611111111111,2.8085088096770072e-05,0.03383395529975204,0.03383395529975205,nan,6.253432138691075e-06,0.0338682938199875,-0.15233216174196876
1160000,153.05555555555557,3.0471596837548794e-05,0.034187247360911575,0.034187247360911575,nan,6.228513633053872e-06,0.03422394747138218,-0.14343073424613237
1170000,154.375,2.7013141428292753e-05,0.03423669239417783,0.03423669239417783,nan,6.269730432055244e-06,0.03426997526603818,-0.14227873404785818
1180000,155.69444444444446,2.5467970296530648e-05,0.03402170657014267,0.03402170657014267,nan,6.366246884472052e-06,0.03405354078732367,-0.1476957340205039
1190000,157.01388888888889,2.8707644729914545e-05,0.034210149610881216,0.03421014961088121,nan,6.466382851547711e-06,0.03424532363846267,-0.14289572384862986
1200000,158.33333333333334,2.527229398725024e-05,0.03426495600798095,0.03426495600798095,nan,6.574449883978759e-06,0.03429680275185218,-0.14160728608455891
