case,distribution,instability,polarization,mode_index,kdi,kde,fit_t_start,fit_t_end,gamma_pic,gamma_pic_error,gamma_theory,relative_difference_pct,R2
mirror_bimaxwellian_moderate,Bi-Maxwellian,mirror,plus,289,0.3141592653589793,nan,23.947916666666668,109.90972222222223,0.06495481786732402,0.0007348056810497941,nan,nan,0.8571754173263633
mirror_bimaxwellian_moderate,Bi-Maxwellian,mirror,minus,289,0.3141592653589793,nan,22.430555555555557,108.0625,0.05610355669615575,0.0006814207111813629,nan,nan,0.8393958807915874
mirror_bimaxwellian_moderate,Bi-Maxwellian,mirror,plus,290,0.6283185307179586,nan,20.055555555555557,130.88888888888889,-0.01872801973243604,0.0006490280148184062,nan,nan,0.3315122531699997
mirror_bimaxwellian_moderate,Bi-Maxwellian,mirror,minus,290,0.6283185307179586,nan,19.791666666666668,133.32986111111111,-0.009965817675446463,0.0006902401879333977,nan,nan,0.10809720606867769
