case,distribution,instability,kdi_perp,kdi_parallel,theta_kB_deg,fit_t_start,fit_t_end,gamma_pic,gamma_pic_error,R2
mirror_bimaxwellian_moderate,Bi-Maxwellian,mirror,0.3141592653589793,-0.3141592653589793,45.0,19.725694444444446,118.68402777777779,0.021081874320555177,0.0002146026993178453,0.8655540440682703
