step,omega_ci_t,A_mean,A_median,A_p10,A_p90,T_parallel_mean,T_perp_mean,beta_parallel_mean,beta_parallel_median
19500,2.572916666666667,2.0052300023567957,2.003957148674692,1.912328566878764,2.099916802330411,0.01589418799207284,0.031843138989557866,4.965777140570074,4.963005779417003
20000,2.638888888888889,2.0053192656351286,2.00408667142663,1.9124183406234576,2.099935451487359,0.015891800857505124,0.03183984382535189,4.96503704906755,4.961706969702634
20500,2.704861111111111,2.0054135551879146,2.0041385223623633,1.912636235916455,2.1000901549640068,0.01588941649943956,0.03183655556422621,4.964278761865753,4.960785031318634
21000,2.7708333333333335,2.005500758901387,2.004078593690661,1.913034402943377,2.1000927923391526,0.015887008521247283,0.03183325150961114,4.963545409136817,4.960391032511109
21500,2.836805555555556,2.005603797427183,2.0044751048063905,1.9127944614305123,2.099847618214497,0.015884580936857694,0.031829896886674654,4.962773807646305,4.959874773478285
22000,2.9027777777777777,2.0057014523785432,2.0041910005730434,1.9128229037109987,2.100572909009059,0.015882154286871633,0.03182656344144554,4.962028520321666,4.9586651137482765
22500,2.96875,2.005795743571729,2.004361298289494,1.912911747498042,2.1004399728933274,0.01587985163472428,0.03182324880080286,4.961320629055183,4.95819265427413
23000,3.0347222222222223,2.0058800770997176,2.004501369710525,1.9130518700550345,2.1005692300706276,0.015877472094821588,0.03181995880984942,4.960572985685773,4.956881571542121
23500,3.1006944444444446,2.005965400639687,2.004438376550236,1.9131619663217625,2.100793967438963,0.015875060385759344,0.03181658813143257,4.959832589327175,4.956359004518105
24000,3.166666666666667,2.006065520991707,2.0045666956795283,1.9131240432498613,2.1010665886657818,0.015872694033041063,0.0318132738313926,4.959094976237223,4.955887009328613
24500,3.232638888888889,2.006138576990021,2.0047069814664793,1.9130247572325665,2.1008636144940898,0.01587038475140087,0.031809932857741835,4.95836812352036,4.955115496982822
25000,3.298611111111111,2.006228173545732,2.004914156153987,1.91333451590324,2.100926152284906,0.01586799160868769,0.03180664078449037,4.957631517833796,4.9540399748013835
25500,3.364583333333334,2.0063299132772814,2.0048892410608383,1.9136127124674251,2.10141500506296,0.015865648988131337,0.03180339165164493,4.956899142955697,4.953241981069875
26000,3.430555555555556,2.0064082525003597,2.005018066196812,1.9135444032332467,2.10116167925511,0.01586329036777122,0.031800025980794566,4.956160157102451,4.952751867258632
26500,3.4965277777777777,2.006502277989397,2.004864768502025,1.913707115626304,2.1014490968152524,0.015860930297109575,0.03179666656737886,4.955412635866971,4.952242372523706
27000,3.5625,2.0065854664497693,2.005178761115416,1.9137993496976469,2.1012357435504514,0.01585853088207758,0.03179328710795621,4.954677012430972,4.950992921980276
27500,3.628472222222222,2.006676122470886,2.0051211128991913,1.9141333947082275,2.1011667422003413,0.01585615016761842,0.03179002173372423,4.953951102105605,4.950653331934307
28000,3.6944444444444446,2.0067672383308213,2.005245092942289,1.9139775786935989,2.101499187703835,0.01585384272418985,0.03178677175301357,4.953224899604419,4.95007876319327
28500,3.7604166666666665,2.006856108419336,2.0055369082549723,1.9139707781185868,2.101500735077632,0.015851454409988204,0.031783372371890335,4.952495114131872,4.94912503269015
29000,3.8263888888888893,2.0069410265374605,2.005674164831781,1.914030711829028,2.10143905640363,0.01584914033658169,0.03178014860556922,4.951792218001473,4.948375297677412
29500,3.892361111111111,2.0070322424363534,2.0056274925263944,1.9141173300035534,2.101794615602979,0.015846787325228023,0.03177678818391155,4.951028381887434,4.947760037644421
30000,3.958333333333334,2.007121904874965,2.0058103213142466,1.914003215051771,2.1017520337870748,0.015844445609706027,0.03177344635055035,4.950307725512194,4.947359228534468
30500,4.024305555555555,2.0072097355875,2.005913808799538,1.9144927569166827,2.1016520874511264,0.015842056663757792,0.03177017959906171,4.949578104646684,4.946519868568793
31000,4.090277777777778,2.007299764075468,2.005903089451507,1.9143605302762259,2.1019185754587166,0.015839692259475555,0.03176682388264606,4.94884074122251,4.945220477081154
31500,4.15625,2.007380746726731,2.0059986816234545,1.914383494300807,2.1019647646725517,0.015837384705453903,0.03176346559208565,4.94811951354532,4.944743215171949
32000,4.222222222222222,2.007466401072325,2.0058552975865735,1.9148387858043734,2.102180873804912,0.015835019451673062,0.0317601874680627,4.947374954253651,4.9442010313618745
32500,4.288194444444445,2.0075464385620476,2.006125208838151,1.9148167046634883,2.102244793737368,0.01583270377568608,0.03175683751271629,4.946646895360938,4.943361611410386
33000,4.354166666666667,2.007644226171788,2.0062614191918944,1.9149085527296723,2.1019677740275715,0.015830406752388705,0.031753625084730064,4.945934356819,4.942618411379911
33500,4.420138888888889,2.007740158412495,2.0063690285719353,1.9146932367598357,2.1024861531546186,0.015828005234004527,0.03175030917287232,4.945200881354824,4.941497693971073
34000,4.486111111111112,2.007818063582967,2.0065570831447164,1.9149408336538571,2.102498125767573,0.015825694200516938,0.03174691018987951,4.9444693628717085,4.940570175843073
34500,4.552083333333334,2.007900919621916,2.006581302257319,1.914910723507657,2.102327106210229,0.015823385367558913,0.03174361398830706,4.943770142100175,4.940413945884018
35000,4.618055555555555,2.007983367246259,2.006505026235503,1.9151853933019936,2.102543601180451,0.015821049025457883,0.03174029073946204,4.943040994536749,4.939203260369494
35500,4.684027777777778,2.0080717828338006,2.0066340321566796,1.9149520523696195,2.1028485930566543,0.01581879676006231,0.03173698843446915,4.942321081725287,4.938936476073342
36000,4.75,2.0081490211155315,2.0066137495064247,1.9155443650775812,2.102674033979949,0.015816413139476054,0.031733609059094676,4.941602420945376,4.938209221844208
36500,4.815972222222222,2.0082489951988998,2.0068393042295796,1.9148812847530965,2.1030079241025463,0.015814074834256675,0.03173034541300233,4.940877640908492,4.937435700810885
37000,4.881944444444445,2.008321820092462,2.0069694445108226,1.9150614821949772,2.1028726761324203,0.01581176127102167,0.031726935295009764,4.9401647294902205,4.9364980193141665
37500,4.947916666666667,2.0083982655312074,2.0069325319795297,1.9156477209212168,2.102965918642479,0.015809492123041138,0.03172363855935109,4.939437099139678,4.936351114257384
38000,5.013888888888889,2.0085031051560707,2.0071140857533267,1.9152971877819323,2.103571610580772,0.015807147327303848,0.03172034940268018,4.9387210251186975,4.935342063228518
38500,5.079861111111112,2.008572697957261,2.007154628688485,1.9155410077979829,2.1034378153479216,0.01580481970146323,0.03171694916612959,4.938006140915068,4.934950523869521
39000,5.145833333333334,2.008670876832265,2.0072586176769276,1.9154288312065137,2.103599641012592,0.015802502248497823,0.03171372623245415,4.937268513736103,4.9335821972679685
39500,5.211805555555555,2.0087296757054802,2.0073265033961,1.9158171804283668,2.103347011902792,0.015800244475507555,0.03171038563800237,4.936571361767305,4.933083706088515
40000,5.277777777777778,2.008806530793562,2.0074999117215984,1.9159116168215735,2.103364874036563,0.015797964045175843,0.031706942168351175,4.93585363647372,4.932216648489364
40500,5.34375,2.008900964141151,2.007444711872779,1.9158830838581142,2.1041671118201664,0.01579563290716479,0.03170362204530926,4.935117343276972,4.9316597806503015
41000,5.409722222222222,2.0089884457893663,2.0074758460836044,1.915857355851739,2.104007410723716,0.015793345738153185,0.031700393562461834,4.934430994914997,4.930883081176883
41500,5.475694444444445,2.0090679651024637,2.0076554416641446,1.9158525750372164,2.1039065174929323,0.015791010421155275,0.031697003294393136,4.9337057090670955,4.930318151323158
42000,5.541666666666667,2.0091479792161993,2.007832623779482,1.9161870345269945,2.1040086624685563,0.015788713245079626,0.031693741833154765,4.9329787204901,4.929280213776032
42500,5.607638888888889,2.0092281044418194,2.0077899425868013,1.916090105967096,2.1039180232874104,0.01578640520420904,0.03169033795842014,4.932263898800069,4.928466727270059
43000,5.673611111111112,2.0092906866199627,2.0080095912957545,1.9164598852387478,2.1037032480144267,0.015784204888254442,0.03168703072909314,4.93156916313125,4.928121267614985
43500,5.739583333333334,2.009387143117327,2.007959002708966,1.9164704035266575,2.1042487357260207,0.01578183419511031,0.03168369117161295,4.930844450114319,4.927038335159782
44000,5.805555555555555,2.0094648719655863,2.00814278159637,1.9163228193996305,2.104473262739692,0.015779598663765475,0.03168029793287925,4.930111827118708,4.926641481980246
44500,5.871527777777778,2.0095424411170746,2.0083211870986286,1.9165921077163626,2.1040629191401155,0.01577728976488562,0.031677095744215296,4.929445135675121,4.925842471441374
45000,5.9375,2.009629723132636,2.008316828491193,1.9166572300027913,2.1046320082967007,0.015774959854822548,0.031673685420472164,4.928700286595818,4.924944329552494
45500,6.003472222222222,2.009703476327227,2.0080623127620734,1.9166909728081918,2.1046916191844236,0.015772678956238247,0.03167034496578746,4.928013252152642,4.924389886721354
46000,6.069444444444445,2.009783022103262,2.0085184683566704,1.9168788983494442,2.1043130803343697,0.015770429225704246,0.031667085348225606,4.9273124862273665,4.923253208400659
46500,6.135416666666667,2.009865263596836,2.0085024025178924,1.91674872792887,2.1047344057100945,0.015768118396861156,0.03166369781403811,4.926600183744823,4.923077292810623
47000,6.201388888888889,2.009936816692386,2.00876527750035,1.9171085420065368,2.104555511187815,0.01576591931415429,0.03166042530176242,4.925895438394573,4.922534670089625
47500,6.267361111111112,2.010012753465098,2.008539827500455,1.9172328988225256,2.1046531490801073,0.015763651790684074,0.031657109440131455,4.925171454692653,4.921506023014057
48000,6.333333333333334,2.0101037767202157,2.0086996966850683,1.9172665995419893,2.10503272601959,0.01576134961694093,0.03165382622362351,4.924478671038256,4.920872255974077
48500,6.399305555555555,2.010174769459868,2.0086666251156418,1.9172763887676232,2.104955119794172,0.015759090158098798,0.03165050601533561,4.923765215137861,4.9201263739424554
49000,6.465277777777778,2.0102545307468294,2.0087532965105264,1.9175758839111483,2.104888984517114,0.01575680879997304,0.0316471756229981,4.923070579948333,4.919265212171371
49500,6.53125,2.010336314186133,2.009008752011577,1.917220313091227,2.1049848859313607,0.015754564454146587,0.03164384252254597,4.922366593871869,4.919035000769456
50000,6.597222222222222,2.0104065642972224,2.008996542088677,1.9172339679981982,2.1050505395912325,0.015752293852934803,0.03164050376206243,4.921640694759485,4.918332146899747
50500,6.663194444444444,2.0104937399583984,2.0091965922365844,1.917374722827864,2.1051436279392632,0.015749995890540665,0.03163717086776303,4.920948500486482,4.917082692090943
51000,6.729166666666668,2.010566839792808,2.0092484443023846,1.9174795879900368,2.105472678268105,0.015747780991319266,0.031633867718083686,4.920260093575903,4.916548899037311
51500,6.795138888888889,2.0106428868906683,2.009187724412819,1.9177689295115812,2.1054156924198404,0.015745508833091924,0.03163055130506303,4.919530330445154,4.916351265321763
52000,6.861111111111112,2.0107261196582784,2.0094398937114484,1.9175809708562546,2.1053345179828895,0.015743223648470927,0.03162722178378069,4.918828626871353,4.914904264686353
52500,6.927083333333333,2.0107951478709682,2.009479524958791,1.9179596594881574,2.1052835552026994,0.01574096713270961,0.03162397041093914,4.91814682805866,4.914491017315449
53000,6.993055555555555,2.010904494545854,2.009482480033544,1.9177152453828021,2.106048356378089,0.015738660738298483,0.031620702082514426,4.917431431215005,4.913442294586366
53500,7.059027777777779,2.010951266381298,2.0096541058063275,1.9178206499986548,2.1054653655737665,0.01573641967490124,0.03161725630253658,4.916723202183222,4.9133767659510355
54000,7.125,2.0110385122766585,2.0096638143310788,1.9179684091145481,2.1059527484749427,0.015734176026053797,0.03161395938303586,4.91601300120529,4.912062106512133
54500,7.190972222222222,2.0111045681176454,2.0097423887491797,1.9180376485616868,2.1059681188096833,0.015731927531722853,0.03161060213131753,4.915315100844204,4.912216224196483
55000,7.256944444444444,2.0111916480318532,2.0100098490738647,1.9181595611625268,2.105807394657151,0.0157297430310586,0.03160741262600919,4.914620914875262,4.910874720344323
55500,7.322916666666668,2.011253099872845,2.009988366838915,1.9186257124255262,2.1053635718735544,0.015727475467813723,0.031604013850794456,4.913925653726856,4.909978006588514
56000,7.388888888888889,2.0113451183019473,2.010056755447729,1.9180900314992098,2.106146187656586,0.01572516591837314,0.03160071131941411,4.91321189647444,4.909604735619618
56500,7.454861111111112,2.011415534535204,2.009984124501421,1.9183559466155706,2.106100230848,0.015722960012443506,0.0315973436755879,4.912539400010358,4.909037987423472
57000,7.520833333333333,2.0114845045742897,2.0101441333724344,1.9184063614415399,2.1061728531231836,0.015720717172257623,0.03159400463033469,4.9118301462763645,4.9076234853689735
57500,7.586805555555555,2.0115501448364865,2.0101426221004175,1.918735201751735,2.1063035497774796,0.015718524757349323,0.03159069755889637,4.911155758570975,4.907493037028013
58000,7.652777777777779,2.011626530186187,2.010224884795483,1.9186997807352064,2.1062521267798426,0.015716296264005065,0.03158737673304649,4.910467134954211,4.906528497312769
58500,7.71875,2.0117191405111354,2.010149726907985,1.9185519203570855,2.1066464075216405,0.015714035246492522,0.03158413423249629,4.909756532549658,4.905948154913387
59000,7.784722222222222,2.011781821864725,2.0105318192205988,1.9186539982141617,2.1065467925334294,0.015711812482209382,0.03158074767855975,4.909052667780808,4.904891422704371
59500,7.850694444444444,2.0118414995799134,2.0105651410152445,1.9192482604798249,2.1061546186169577,0.015709571020284665,0.031577453572662374,4.9083443619598865,4.904523753273381
60000,7.916666666666668,2.0119308161099454,2.010508389750669,1.9189205059662513,2.106863113865284,0.015707385146233575,0.03157416875323132,4.907664314043995,4.9038872592178695
60500,7.982638888888889,2.0120054753170686,2.0105970862736253,1.918912108658533,2.1067412815106703,0.0157051201689724,0.03157077869225649,4.906965725533645,4.903252207854336
61000,8.04861111111111,2.012098326073713,2.010731010770633,1.9186119364408123,2.1073119761626176,0.015702895533301956,0.031567442848446814,4.906284034526398,4.902581381129867
61500,8.114583333333334,2.012140758119695,2.010802681713444,1.9191031294354866,2.107081880596616,0.015700729404745054,0.03156411704807774,4.905598281594887,4.901746048531612
62000,8.180555555555555,2.0122200250189777,2.0107903736602886,1.919138115749327,2.107175767301247,0.015698475862014463,0.031560790715599946,4.904906223508789,4.900897750317988
62500,8.246527777777779,2.012273156821324,2.0108683706689057,1.9194081121459656,2.1068284805492468,0.015696317904067492,0.0315574482886656,4.904234626976813,4.900584677693837
63000,8.3125,2.0123359450686458,2.010991079052361,1.9193866627048592,2.1070077224049393,0.015694187758342793,0.03155412468926379,4.903543710759033,4.899368371878162
63500,8.378472222222221,2.0124070286985085,2.010992892105677,1.9191797586452672,2.107259958620949,0.01569201856711968,0.03155080873918991,4.902869240081402,4.8989101472171654
64000,8.444444444444445,2.0124904099828926,2.0110009945664444,1.9197055710780069,2.1074583348195786,0.01568979523759619,0.03154752831106041,4.90220048784373,4.898405097231057
64500,8.510416666666668,2.0125587120087176,2.011183769941282,1.9192585590858946,2.10773512542224,0.015687600920541566,0.03154416764891868,4.901529544987891,4.897536233293199
65000,8.57638888888889,2.0126365467228284,2.0112233535065336,1.919617765987196,2.107415327031414,0.015685328110202828,0.031540857479543834,4.900806554012866,4.896870081491392
65500,8.64236111111111,2.012707388457218,2.0113453430533843,1.919944881893957,2.1073869801704284,0.015683101583614512,0.03153758858268617,4.900124707389366,4.895776107539884
66000,8.708333333333334,2.0127780984471015,2.0111795257805145,1.919963197591191,2.1075207625017702,0.01568088172250295,0.03153425696760177,4.899446089706744,4.895893338773842
66500,8.774305555555555,2.0128431674016247,2.011470684028613,1.9200360862139976,2.107492864926801,0.015678741636718282,0.031530941920825215,4.8987673466668715,4.894762421038955
67000,8.840277777777779,2.0129112181594477,2.0114456573275783,1.919881198426368,2.1080250535408442,0.015676557186053066,0.031527620835215764,4.898082572408727,4.893787427975658
67500,8.90625,2.0129705415898567,2.0116135527838597,1.9199417284688671,2.1077245093221757,0.015674389270753278,0.031524267510805296,4.897421264888915,4.89294646212867
68000,8.972222222222223,2.0130545287243207,2.011697191301182,1.9196147910119299,2.1078358085801643,0.015672149656817454,0.03152091205218345,4.89671176463776,4.892681050437112
68500,9.038194444444445,2.0131200333121355,2.0115736826080424,1.920072379045232,2.1081168523705496,0.015669997060190677,0.031517590968708924,4.896032023874774,4.891855290313023
69000,9.104166666666668,2.0131868192944804,2.0118872905712806,1.9201489876317113,2.1080590603577827,0.015667826039132852,0.03151432944903629,4.895374531675577,4.891609373114296
69500,9.17013888888889,2.013253040541458,2.0117615922508083,1.9202239813769904,2.10831226578736,0.015665624623735653,0.03151097778018221,4.894701953162272,4.890474115354214
70000,9.23611111111111,2.0133145587935815,2.0119783954364925,1.9206572016791925,2.1079054534743227,0.015663412433209508,0.03150765522556717,4.894016038873908,4.890292233717453
70500,9.302083333333334,2.013400216205364,2.0119575728679306,1.9200469489638456,2.1086177838664253,0.015661287903085186,0.0315043727645979,4.893345737291108,4.8893409739242
71000,9.368055555555555,2.0134429691596143,2.012171151182334,1.9203348899801136,2.1085650823904487,0.01565912161397552,0.03150099425322545,4.892661855682652,4.888592250641151
71500,9.434027777777779,2.0135279715665297,2.012044601221258,1.9207208687695183,2.1085571226359825,0.01565694694963212,0.03149772745471451,4.891994257757888,4.888146808722848
72000,9.5,2.013585729804403,2.012236734967268,1.92032052416695,2.108649740645407,0.015654791098350163,0.03149432758731845,4.891309349977766,4.887515380277007
72500,9.565972222222223,2.013652055639134,2.012337333843324,1.92032595931022,2.108586609028131,0.015652604481398272,0.03149100641158654,4.8906434879620635,4.886750895225152
73000,9.631944444444445,2.013724356078384,2.012368454288241,1.9205940825788752,2.1087418718057416,0.015650394203179367,0.03148772985592379,4.889932706666205,4.885506291457183
73500,9.697916666666668,2.0138099125244158,2.0125274585514035,1.9202647610639896,2.1091262140902503,0.01564820390114345,0.03148447179186732,4.889261968645294,4.885221111203359
74000,9.76388888888889,2.0138641591346134,2.012416670563942,1.920892996340078,2.10865758401641,0.015646017762878404,0.03148114841011242,4.8886081989060965,4.884338131563583
74500,9.82986111111111,2.0139389341599014,2.012453726013404,1.9206509975687194,2.109191694504995,0.015643871136746507,0.03147785029006404,4.88790183266634,4.883946172081361
75000,9.895833333333334,2.013990272879352,2.012689393700339,1.9210869397517942,2.108719376010582,0.01564172189027002,0.031474533881480964,4.887232169310788,4.88258930366602
75500,9.961805555555555,2.0140543031250786,2.012715574994714,1.9210493297528561,2.1089031274759114,0.015639576162398985,0.03147115642864606,4.886557743779972,4.882709399941461
76000,10.027777777777779,2.0141440853569357,2.0128590169216283,1.9209338916727159,2.1092181457203685,0.01563739095193622,0.031467918315162546,4.885884856533837,4.882132132476013
76500,10.09375,2.0141803269805867,2.012974775983504,1.9211322967989268,2.1086858995879885,0.015635300248480505,0.03146456912995289,4.88524616679215,4.881379838759569
77000,10.159722222222223,2.0142604201009857,2.0128870200245146,1.9209984903121071,2.1092083501785,0.01563313084457577,0.03146128581687948,4.884549028173054,4.880293854518858
77500,10.225694444444445,2.014303386332802,2.012861505001088,1.9212954412602583,2.109039700919311,0.01563099405128206,0.03145787860198902,4.883886801841953,4.879445959981483
78000,10.291666666666668,2.0144012473522217,2.013091004679266,1.9208843711968022,2.109540110006216,0.015628799935150286,0.03145461462464192,4.883203349341447,4.878930258433712
78500,10.35763888888889,2.0144549886657845,2.013130610777478,1.9210161938070185,2.109614118761948,0.015626691077083414,0.03145125355401026,4.882565363726025,4.878328224390365
79000,10.42361111111111,2.014519464333954,2.0131961525167226,1.9211436345633262,2.1097378570289336,0.015624524133895286,0.031447971529820186,4.881878751569712,4.878131937228735
79500,10.489583333333334,2.0145766636015736,2.013337956461113,1.9214919757796438,2.10942687426346,0.015622404371793781,0.03144463347719103,4.881233075462367,4.8777385462806455
80000,10.555555555555555,2.0146515145787647,2.0132485632349955,1.9210673530575852,2.1100113727389065,0.015620239482976637,0.0314412865597572,4.880547793496813,4.8763796956684535
80500,10.621527777777779,2.014709276887693,2.0133263649684943,1.9218847230753386,2.109309094792965,0.015618114674234386,0.031438086343724136,4.879867970666592,4.876339778743128
81000,10.6875,2.01476827006385,2.013373997292362,1.9217223264244678,2.1096654325768647,0.0156159719858034,0.03143475328961121,4.879225899316079,4.874900421982028
81500,10.753472222222223,2.0148298756645633,2.0133132362375292,1.9216360445408247,2.109808094430859,0.015613842097576049,0.03143145327086045,4.878574664833165,4.8741167704576664
82000,10.819444444444445,2.014894795777305,2.013535237142509,1.9217896293784795,2.109702806578074,0.015611716661749571,0.03142812580591399,4.877874286510431,4.8738281323522
82500,10.885416666666668,2.014947843092725,2.0137520377876266,1.921769455282253,2.1098739863065354,0.015609596860771027,0.03142474744835672,4.877233317100878,4.8729860262804925
83000,10.95138888888889,2.0150274248007523,2.0136249717049077,1.921605950190536,2.1103010136620375,0.01560749478702496,0.03142145967674494,4.876560142519991,4.872353012116669
83500,11.01736111111111,2.015067978798943,2.013657851994309,1.9219637041273199,2.10985608683902,0.015605333716964763,0.03141808064396329,4.875887504099467,4.872259636559544
84000,11.083333333333334,2.0151516577989135,2.0136542656025607,1.921928651952272,2.1104226009172447,0.015603183517431275,0.03141483917091662,4.875210428776099,4.870934135405262
84500,11.149305555555555,2.01520418217587,2.013564639268605,1.9221069859542217,2.1102924880758374,0.015601024929753066,0.03141151623741008,4.874572714105813,4.870391384806273
85000,11.215277777777779,2.0152616621674238,2.0139347782004053,1.9221023519652969,2.1100454610216057,0.015598989836358533,0.03140820724073961,4.87388892518386,4.869561811757617
85500,11.28125,2.0153306132978703,2.013804450848749,1.9222578426097956,2.1103389048781267,0.01559675838557932,0.031404877619914964,4.873239087105273,4.869025137524125
86000,11.347222222222223,2.015388262959311,2.0139806238691995,1.921983624850787,2.110614093745176,0.015594682009560868,0.03140158035345055,4.8725848106423335,4.868734849281552
