step,omega_ci_t,T_parallel_i,T_perp_i,A_i,R_i,beta_parallel_i,ion_count,T_parallel_e,T_perp_e,A_e,q_parallel_particle,q_perp_particle,E_kin_bulk,E_kin_thermal
300000,39.583333333333336,0.014976834787169399,0.02998997862187546,2.0024243472037075,0.4993946469920092,4.680260870990437,250172,0.006447376430740241,0.006277998555026262,0.9737291784443658,-1.8776678781222904e-07,0.0008050294791405181,2.2140821058101718e-07,0.03747839601546016
310000,40.90277777777778,0.014948681890516749,0.02998875774153192,2.0061138474393787,0.4984761962918549,4.671463090786484,249882,0.006542252891006379,0.0064014052376160455,0.9784710778172522,-4.2610169927719307e-07,0.0008040092382986929,5.209952058136058e-07,0.0374630986867903
320000,42.22222222222222,0.014932438809073682,0.030075621771310027,2.0141131770809335,0.49649642898881485,4.666387127835526,250137,0.006645746887006823,0.0065258943497153886,0.981965527828669,1.036138285936398e-06,0.0008069350168010839,7.201472242135356e-07,0.03754184117584687
330000,43.54166666666667,0.014880263969414116,0.02988968902967711,2.0086800268539835,0.4978393704477716,4.650082490441911,249954,0.006753309170635207,0.00664889253978803,0.9845384494906286,-8.859838852690189e-08,0.0007995189400699971,1.085315984514646e-06,0.03732982101438417
340000,44.861111111111114,0.01488080505300521,0.029858322219747428,2.006499118387246,0.4983804831191579,4.650251579064128,249988,0.006883854270425187,0.006782482900990411,0.9852740390117941,-5.16353780227677e-07,0.0007983961751340166,1.3090795273189342e-06,0.03729872474625004
350000,46.18055555555556,0.01485954633444802,0.029655067348494487,1.9956913004636538,0.5010795005057509,4.643608229515006,250490,0.007063181612704484,0.006920393605866282,0.9797841801800239,-4.460798910574645e-07,0.0007916763694834951,1.4279815057303496e-06,0.0370848405157185
360000,47.5,0.014935817775273752,0.029579059215499234,1.9804110936909909,0.5049456666778462,4.667443054773047,249921,0.007151507090037443,0.007052279278087626,0.9861249089596724,-1.122476375933237e-07,0.000788276646324412,1.407394383655289e-06,0.03704696810313611
370000,48.81944444444444,0.014803226216998071,0.02946023523309854,1.9901226125471414,0.5024816027390937,4.626008192811897,249896,0.007318073450417462,0.007185451694056679,0.9818775040645135,5.612224754293574e-07,0.0007846782344733219,4.098200792081842e-06,0.036861848341597565
380000,50.13888888888889,0.014856372196285716,0.029673666870392582,1.9973696457208698,0.5006584545541596,4.642616311339286,249945,0.007420342645395143,0.007294891005010941,0.9830935515542462,-3.42902681150785e-08,0.0007922613255010352,4.13356887269153e-06,0.037101852968535444
390000,51.458333333333336,0.01488537062270504,0.029510775251113616,1.9825354705041787,0.5044045944588774,4.651678319595325,249331,0.007519363576307628,0.0074548980251219425,0.9914267277367985,6.306080199148454e-07,0.0007860774412754028,4.684338383986528e-06,0.03695346056246614
400000,52.77777777777778,0.014944963148099944,0.029352634480859608,1.9640486356496243,0.5091523610204501,4.670300983781233,250006,0.007660841838958944,0.0075751930339600804,0.9888199225621264,5.62634924698855e-07,0.0007821788915648442,6.859546916984037e-06,0.03682511605490958
410000,54.09722222222223,0.014979867667916369,0.029185071450427428,1.9482863331920834,0.5132715776749275,4.681208646223865,250198,0.007826542827395115,0.0076989637047351085,0.9836991727415784,-1.2948588522234406e-06,0.0007758195724535458,7.307092306545047e-06,0.036675005284385616
420000,55.416666666666664,0.015010051452798087,0.02910762416369335,1.939208819851665,0.5156742222719947,4.690641078999402,250155,0.007943149122847763,0.007850558585846216,0.9883433465028097,3.151821908265477e-07,0.0007729426923672719,1.2573650631786643e-05,0.03661264989009239
430000,56.736111111111114,0.01509462577181596,0.029029836559664794,1.9231902134247052,0.5199693680945153,4.717070553692487,250299,0.008093214960654255,0.00795914096004451,0.9834337773972943,2.4746994394534794e-07,0.0007700839156417164,1.1767511107029888e-05,0.036577149445572776
440000,58.05555555555555,0.01517237132730584,0.028807760163235226,1.8986985977195052,0.5266765358130474,4.741366039783075,250457,0.008224766870542754,0.008104592990382402,0.9853887797609489,-3.3610020976501e-07,0.0007627212897109158,2.0461500267123912e-05,0.03639394582688814
450000,59.375,0.015244789725677022,0.028752584842159215,1.886059785641439,0.5302058861617185,4.763996789274069,249287,0.008386123462288996,0.008274575401811732,0.9866984953204092,-3.5623583709727353e-07,0.0007616807147633215,1.8602239468249855e-05,0.03637497970499773
460000,60.69444444444444,0.015368361128499054,0.028623614937675654,1.8625027547404576,0.536911957555387,4.802612852655954,249759,0.00854008693913236,0.008408060994807495,0.9845404449315504,-2.967922700480598e-07,0.0007577726378750457,2.4475917709815826e-05,0.036307795501925186
470000,62.01388888888889,0.015281103677943506,0.028531189089672976,1.8670895565517578,0.535592948121275,4.7753448993573455,249810,0.00866162685693897,0.00851527561027872,0.9831034920947898,4.957057959388234e-07,0.0007544294740658611,2.2970742425228637e-05,0.03617174092864474
480000,63.33333333333334,0.015507491945697624,0.028263300716294515,1.8225578201338897,0.5486794377401631,4.846091233030507,249572,0.008813993915285525,0.008705310672674188,0.9876692401134002,-1.5302882965368047e-07,0.0007461460227659907,2.868054239352685e-05,0.03601704668914333
490000,64.65277777777777,0.015723732954300212,0.028177647276579218,1.7920456521663986,0.5580214983871102,4.913666548218816,249906,0.008992366832951956,0.008838723747104649,0.9829140549199693,6.7878264312957e-07,0.0007449184469024749,3.129281588700921e-05,0.036039513753729324
500000,65.97222222222223,0.015757716417473876,0.028017171258880022,1.7779969201509125,0.5624306705295767,4.924286380460586,249459,0.009167897250966017,0.009004658701459776,0.9821945485384841,1.266121484673312e-07,0.0007402529769210095,4.180027759569656e-05,0.035896029467616955
510000,67.29166666666667,0.015909111221581243,0.02785860583575565,1.7511101310275912,0.5710663094691694,4.971597256744138,250461,0.009285154392300142,0.009168392132913542,0.9874248446010303,-1.5400367463536022e-07,0.0007349503263429626,4.5657573577362066e-05,0.035813161446546275
520000,68.61111111111111,0.016019446052470486,0.027682718951170082,1.728069676098501,0.5786803702601396,5.006076891397027,249903,0.009366977339767811,0.009290546993571767,0.9918404471983127,9.156350988802533e-07,0.0007292925168165903,4.4702337805815296e-05,0.03569244197740532
530000,69.93055555555556,0.01603646263280149,0.02759975079331922,1.7210622707320635,0.5810365011224401,5.011394572750465,249944,0.009567115400832708,0.009466406067067713,0.9894733857024208,7.828328479162116e-07,0.0007261742278911328,5.614437096975753e-05,0.03561798210971996
540000,71.25,0.016078703051009616,0.027517680078640347,1.7114365500339563,0.5843044546291588,5.0245947034405045,250190,0.00980129860894897,0.009620036290006989,0.9815062956273487,-4.6189043816616035e-07,0.0007242095385065218,6.039028331268299e-05,0.03555703160414515
550000,72.56944444444444,0.01622280746990263,0.0274880297786602,1.6944064601430657,0.5901771644069191,5.069627334344571,249536,0.009865914375707835,0.00979886302914765,0.9932037372303493,4.948536306493268e-07,0.0007236921884122248,6.011312729616951e-05,0.035599433513611514
560000,73.88888888888889,0.016423490221925432,0.027213514187066617,1.656987267586792,0.603504939091284,5.132340694351697,249723,0.010038337777080162,0.009948941777612087,0.9910945416010819,1.0677514918187165e-06,0.0007157446916587933,6.259297760815807e-05,0.03542525929802934
570000,75.20833333333334,0.01651616604507685,0.027209688814038555,1.6474579354419385,0.6069957711738146,5.161301889086515,249511,0.010268630844366793,0.010137731273081436,0.9872524805624728,-4.7402296504103775e-07,0.0007168882183656306,5.922898566913703e-05,0.03546777183657698
580000,76.52777777777779,0.0166073766314737,0.027102391399689504,1.631948982738552,0.612764253403261,5.189805197335531,250165,0.010398689236253684,0.010269559640299995,0.9875821276105169,6.592343254955439e-07,0.0007146012086464939,7.554459226399606e-05,0.03540607971542636
590000,77.84722222222223,0.016668561337361304,0.026795001287897597,1.607517334314789,0.6220772732296875,5.208925417925407,250049,0.010548590653417097,0.010459698358817016,0.9915730643532665,-9.037452946512019e-07,0.0007037947283223489,7.38048113682252e-05,0.03512928195657825
600000,79.16666666666667,0.01677887073492454,0.02675991455142039,1.594857900402124,0.6270151088368827,5.243397104663918,250369,0.010768389261263785,0.010608900146619702,0.9851891391762926,3.945126532279277e-07,0.0007035699499388258,7.554679657007144e-05,0.03514934991888267
610000,80.48611111111111,0.01689468565033982,0.026759003361414586,1.5838710417720234,0.6313645326081644,5.279589265731193,250112,0.010962882725554898,0.01080266791853075,0.985385704560108,5.913495791415165e-07,0.0007041483437031519,7.9895714132772e-05,0.0352063461865845
620000,81.80555555555556,0.016826355749758052,0.02664723323963925,1.583660397767497,0.6314485109368844,5.258236171799391,250697,0.0110527769851007,0.01095820510035094,0.9914436087078167,2.998871864978928e-08,0.0006993393260350196,7.310424933662621e-05,0.03506041111451827
630000,83.125,0.016968538968942,0.026564103189323594,1.5654914803180537,0.6387770310936695,5.302668427794375,249544,0.01125938512874416,0.01118427229293473,0.9933288687658731,-8.234829704040791e-08,0.0006980926189905283,7.224199415917122e-05,0.03504837267379459
640000,84.44444444444444,0.017091634590755134,0.026453605478882,1.5477516406295486,0.6460984913530763,5.341135809610979,249930,0.011450124723713661,0.011352724120139823,0.9914934897283593,-8.47090744213933e-07,0.0006946437527680358,7.81303439005221e-05,0.034999422774259575
650000,85.76388888888889,0.01707125305722426,0.026347629666381944,1.5433916642242076,0.6479236756164899,5.334766580382581,250455,0.011652405914501075,0.011553262528711486,0.9914915952536284,5.842873480420638e-07,0.0006910312830511671,7.334644394355348e-05,0.03488325619499407
660000,87.08333333333334,0.017045907924898813,0.026381887991757974,1.5476962628210713,0.646121609273156,5.326846226530879,250210,0.011865225451867889,0.011731442893618904,0.988724819533208,1.7055393353506915e-07,0.0006921361006831422,8.042785049858547e-05,0.03490484195420738
670000,88.40277777777779,0.017099133028265302,0.026347972105629135,1.5408952057437804,0.6489733995358278,5.343479071332907,250072,0.012043129625549698,0.011899298603301106,0.9880570062167684,-1.413820292824044e-07,0.000690779070312334,7.317765094160035e-05,0.034897538619761775
680000,89.72222222222223,0.01729347275695464,0.0262347051943218,1.5170293186931705,0.6591830412753261,5.404210236548324,250597,0.012281429516623895,0.012103691662256057,0.9855279180548766,4.86895566589993e-07,0.0006889721567280236,8.103193274272461e-05,0.03488144157279912
690000,91.04166666666667,0.017280970774807117,0.02614816435504805,1.513118950074719,0.6608865746811373,5.400303367127224,250003,0.012524336530694341,0.012337495695200266,0.9850817777823064,-1.6964650180684513e-07,0.0006855460411367128,8.590665188842429e-05,0.03478864974245161
700000,92.36111111111111,0.017341806553933782,0.026095020685238373,1.5047463829147043,0.6645638171018513,5.419314548104307,250249,0.01265185342211402,0.012493712481944426,0.9875005712686189,-7.109546469520881e-07,0.0006837781757161014,8.200797338886009e-05,0.034765923962205264
710000,93.68055555555556,0.017340405507744207,0.026111520311787033,1.5058194746440996,0.664090229166647,5.418876721170065,250409,0.012848195814017119,0.01273118847677415,0.9908930920000989,-3.714647878152332e-07,0.0006834354395846579,8.331972183801488e-05,0.03478172306565914
720000,95.0,0.01738024277637392,0.026049863584387892,1.4988204664090852,0.6671913163794909,5.43132586761685,249674,0.013110157416435954,0.012889610238671228,0.983177381418149,-5.130534063046267e-07,0.0006816454597146472,8.220058582251876e-05,0.03473998497257484
730000,96.31944444444444,0.017533753591117224,0.025887167005334305,1.4764190035412044,0.6773145005594556,5.4792979972241325,249451,0.013304801754585722,0.013121557390506992,0.9862272007160444,4.3033086069717155e-07,0.0006774741464111139,8.307870945781881e-05,0.03465404380089291
740000,97.63888888888889,0.017409542701054728,0.025880814424498112,1.4865878368493946,0.6726814085330832,5.440482094079602,250382,0.01350482517287356,0.013366128538966966,0.9897298460267974,5.082159387377379e-07,0.0006775086522069895,8.082192293419408e-05,0.03458558577502547
750000,98.95833333333334,0.017384383830622664,0.025758416132491094,1.481698539531642,0.674901117413597,5.432619947069583,250571,0.013745840834214422,0.013573818769212041,0.9874855189233528,-4.7827757541967555e-08,0.0006724462775434877,8.618916414211931e-05,0.03445060804780243
760000,100.27777777777779,0.01750681117972602,0.025742061491663085,1.470402646569582,0.6800858270576285,5.47087849366438,249686,0.014015917735369053,0.013737794529612726,0.9801566182816209,-5.983339035363102e-07,0.000672088457919388,8.320454176952307e-05,0.0344954670815261
770000,101.59722222222223,0.017508250078044275,0.02562986895184062,1.4638738216322962,0.6831189855454534,5.471328149388836,249955,0.0141489137436967,0.013982656467434358,0.9882494671128793,2.464790867564805e-07,0.0006680015574568124,7.842331874677872e-05,0.034383993990862755
780000,102.91666666666667,0.017531851964283647,0.02569952290423659,1.465876106904869,0.6821858923067208,5.4787037388386395,250192,0.014456010084773757,0.014173515027762418,0.9804582969052514,-3.051121260752173e-07,0.0006716532488539297,8.517515221577367e-05,0.03446544888637841
790000,104.23611111111111,0.017536366616048623,0.025538084776441067,1.4562928191219253,0.6866750881893052,5.480114567515194,249589,0.014674042984568458,0.014450911426036689,0.98479413214433,1.6345828707806363e-07,0.000665559967157736,8.229827207169883e-05,0.03430626808446537
800000,105.55555555555556,0.017608732364388584,0.025596770326698656,1.4536407162655762,0.6879278963573711,5.5027288638714325,250410,0.014943305558366243,0.014640256407324543,0.9797200726534008,-3.955361120389969e-07,0.0006681557215123439,7.616707652630444e-05,0.03440113650889295
810000,106.875,0.01751709777273171,0.025590406816110963,1.4608816567746004,0.6845181437953328,5.47409305397866,249778,0.015109521287713801,0.014912031690880135,0.9869294603665403,-2.8750949855692574e-07,0.0006669318390120748,8.303661083923455e-05,0.03434895570247681
820000,108.19444444444446,0.01763213197621406,0.025480976245388857,1.4451443693685468,0.6919723878085261,5.510041242566893,250772,0.015374262976091844,0.01512860766648408,0.9840216529410368,5.213221516489584e-07,0.0006644858227036704,8.498418445266348e-05,0.03429704223349589
830000,109.51388888888889,0.017681737224828287,0.02553425385851219,1.4441032311382607,0.6924712710543465,5.52554288275884,250075,0.01562411089738655,0.015394414490802151,0.9852985934308223,3.8213115122140487e-07,0.0006674539996776272,7.841000637675401e-05,0.034375122470926334
840000,110.83333333333333,0.017658538715022664,0.025494947094864745,1.4437744541781028,0.6926289609198479,5.518293348444582,250712,0.01593297263954081,0.015663383258044138,0.9830797813066199,1.1532321472455553e-06,0.0006650883944874225,8.715732489854307e-05,0.03432421645237608
850000,112.15277777777779,0.01767104407697142,0.025357716192069803,1.4349868678736144,0.696870488774448,5.522201274053568,249381,0.01616968205890879,0.015908318894079558,0.9838362211528314,3.4801640682644137e-07,0.0006612687309649,8.624014958504613e-05,0.03419323823055551
860000,113.47222222222223,0.01771280733255176,0.02531113819578021,1.4289738334851412,0.6998028771185321,5.535252291422425,250260,0.016405428370926012,0.016150130911425274,0.9844382326551631,4.4660660644869397e-07,0.0006592564081163185,8.596740619069009e-05,0.03416754186205609
870000,114.79166666666669,0.01778609603057309,0.02532567947267743,1.4239032235710583,0.7022949196589806,5.55815500955409,249912,0.016609752035616338,0.016405892830256806,0.9877265352955061,-1.173585958922921e-06,0.0006595919621684361,8.985742709007963e-05,0.03421872748796398
880000,116.1111111111111,0.017722930262627352,0.025321683008496618,1.4287526178384218,0.6999112285182811,5.538415707071048,250124,0.016910241325877474,0.016677302387440054,0.9862249784643252,-1.2220262732962528e-07,0.0006590341552424043,7.808797144106e-05,0.03418314813981029
890000,117.43055555555556,0.017914573314569745,0.025190096233281424,1.4061231485091843,0.711175263034558,5.598304160803045,249884,0.017089626177384475,0.016959478759786976,0.9923844198669641,-1.478671505591433e-06,0.0006566338127953289,8.171716678473959e-05,0.0341473828905663
900000,118.75,0.017706403099820515,0.025209288297680082,1.4237385286871516,0.7023761595621869,5.533250968693911,249693,0.017510988695636904,0.017203506004695293,0.9824405865204959,4.73198441631946e-07,0.0006551764715094228,8.57907722305207e-05,0.03406248984759033
910000,120.06944444444446,0.01784255976642582,0.02525290549391835,1.4153185318979011,0.7065547277608447,5.5757999270080685,250252,0.017823366680984706,0.01743678264588614,0.9783102686480102,-1.1784663797549483e-06,0.0006576641420882597,8.33828848472508e-05,0.03417418537713126
920000,121.38888888888889,0.0178550187477564,0.02510601737719249,1.4061042293975317,0.7111848318872254,5.579693358673874,250689,0.01811327288844937,0.017803348736967803,0.9828896658604861,6.72509235487319e-07,0.000653080252175752,7.791872558273496e-05,0.03403352675107069
930000,122.70833333333333,0.017769348631651756,0.025252353640273402,1.4211187007323667,0.7036709878524959,5.552921447391173,249892,0.018399190275148466,0.018049349411591996,0.9809860728475103,-3.993916583761316e-08,0.0006571082462358049,7.610176067298935e-05,0.03413702795609928
940000,124.02777777777779,0.017843773655520503,0.02516176545837802,1.4101145836151916,0.7091622281050683,5.576179267350157,249895,0.0186874447753871,0.01830770436212477,0.9796793827178298,1.7464720814974386e-07,0.0006542438224225433,7.73918025665373e-05,0.03408365228613827
950000,125.34722222222223,0.01790565817565878,0.02510404967044231,1.4020176987723987,0.7132577576414307,5.595518179893369,249717,0.019009245593830316,0.018648138249310352,0.9810035941333113,-2.1317909021689612e-07,0.0006525738109534232,8.423051998163728e-05,0.03405687875827171
960000,126.66666666666669,0.01793546538890965,0.025051970883492668,1.3967839886097124,0.715930314318214,5.604832934034265,249953,0.019352244122384277,0.01890744681044311,0.9770157244230564,1.0155629163085354e-06,0.0006517209343237599,8.514282285750149e-05,0.034019703577947494
970000,127.9861111111111,0.01788150676920737,0.025126531164120263,1.405168562606206,0.7116583921755776,5.587970865377303,250134,0.01957776643754736,0.01924569161555711,0.9830381661233134,3.90562617707923e-07,0.0006533739000708324,8.384971901776443e-05,0.034067284548723945
980000,129.30555555555554,0.01797644331125913,0.02501896922050879,1.3917641430682084,0.7185125475322663,5.617638534768478,249575,0.019864288097605456,0.01955956034538179,0.9846595180896314,8.394654184787001e-07,0.000651139753726707,8.237328134996033e-05,0.034007190876138356
990000,130.625,0.017972151383909965,0.02503997462009178,1.3932652850069729,0.7177384025576976,5.616297307471863,249563,0.020301938132561082,0.019907717675839827,0.980582126979838,9.530901505643951e-08,0.0006511183300690868,8.524784127825151e-05,0.034026050312046766
1000000,131.94444444444446,0.01794169326707502,0.025018880234464688,1.3944547965479426,0.7171261502886724,5.606779145960943,250365,0.02062638660127032,0.020179191346680635,0.9783192634156221,-4.3549459726253753e-07,0.0006510774936922882,8.327993289914162e-05,0.0339897268680022
1010000,133.26388888888889,0.01801763549069336,0.025118040465633273,1.3940808425504823,0.7173185151662309,5.630511090841675,249643,0.020918118838856643,0.020518423647468795,0.9808923931225885,9.315490555247357e-07,0.0006550614076831193,8.42532763306831e-05,0.034126858210979945
1020000,134.58333333333334,0.018102937362523865,0.024982934933680215,1.3800486867616912,0.7246121166540275,5.657167925788707,250373,0.021248246860598233,0.020842049513848077,0.9808832535966349,-3.543086139166646e-07,0.0006508036447273899,7.39022158034098e-05,0.03403440361494215
1030000,135.90277777777777,0.01801761323842451,0.025067842785834748,1.3912965304624731,0.7187540384849487,5.63050413700766,249845,0.021662741283324388,0.021219406640374465,0.9795346933635221,-8.182103370080909e-09,0.0006531091569846831,7.510098842551666e-05,0.03407664940504701
1040000,137.22222222222223,0.01808130154986072,0.024931282841020027,1.3788433743151678,0.7252455345021849,5.650406734331475,249658,0.02189578169188806,0.021542990048156956,0.9838876890217714,-4.130960506861267e-07,0.0006484403033321044,7.289169560184088e-05,0.03397193361595039
1050000,138.54166666666669,0.01816332351718291,0.02495225998994431,1.373771709034358,0.727922982707886,5.676038599119659,249978,0.02233616071739348,0.02191545414962834,0.9811647770139149,4.6001324764337327e-07,0.0006500559930697962,8.179155260675826e-05,0.03403392174853576
1060000,139.86111111111111,0.018184292237149798,0.02499708900945678,1.3746528423244708,0.7274563942333606,5.682591324109311,249765,0.02259359199149265,0.022310659459858585,0.9874773107463124,-7.073444276182495e-07,0.0006509907790305338,7.630803217757345e-05,0.03408923512803168
1070000,141.18055555555557,0.018129978274403373,0.024953847257789364,1.3763859437724866,0.7265404042554635,5.665618210751054,250194,0.023019127121610153,0.022651709597467935,0.9840385987617537,-8.720504705950071e-07,0.0006502350847227087,7.463710330808496e-05,0.03401883639499105
1080000,142.5,0.018267021524812525,0.0249760777420803,1.3672769645645135,0.7313807121138082,5.7084442265039135,249938,0.023349201086314993,0.02296851552193264,0.9836959918681983,2.9996749550197764e-07,0.0006509936864297545,7.289681735112518e-05,0.03410958850448655
