step,omega_ci_t,kappa_fit,maxwellian_sigma,kappa_sigma,error_maxwellian,error_kappa,error_tail_maxwellian,error_tail_kappa,suprathermal_fraction
370000,48.81944444444444,79.99999999999595,0.008702441624296663,0.008744764814663934,0.04088013142311846,0.04879990361212303,nan,nan,3.201331754009668e-05
380000,50.13888888888889,79.99999999999999,0.008725950636761121,0.00876834486217442,0.04009343450679624,0.04709400838881786,nan,nan,2.0004400968213005e-05
390000,51.458333333333336,79.99999999998998,0.008693707956110184,0.008735467861717356,0.044867680350660445,0.05164593018337231,nan,nan,2.005366360380378e-05
400000,52.77777777777778,64.20484867474674,0.008693803371363452,0.008745926874588923,0.041910591038884185,0.05049880168721592,nan,nan,4.399894402534339e-05
410000,54.09722222222223,79.99999999987145,0.00870826671879144,0.00875006368649857,0.030857490817659462,0.03783730349410708,nan,nan,1.9984172535352e-05
420000,55.416666666666664,44.56906314959521,0.00872008454622124,0.0087959213014446,0.042549333198354806,0.05488617037478923,nan,nan,1.5990086146589114e-05
430000,56.736111111111114,30.892440161423757,0.008739461568906592,0.008851453434487238,0.03272246441675453,0.04842848156335029,nan,nan,1.1985665144487194e-05
440000,58.05555555555555,20.827491534272387,0.008750381050617198,0.008920129041765623,0.0401744313364773,0.06615397135108875,nan,nan,3.9927013419469214e-06
450000,59.375,12.273834465210282,0.008727329537942917,0.009029897199614336,0.0328646722807067,0.07248365888150626,nan,nan,4.011440628672975e-06
460000,60.69444444444444,18.776654979949065,0.008776983311648931,0.008967427844940305,0.029527207091475605,0.05597242183492473,nan,nan,8.007719441541646e-06
470000,62.01388888888889,9.860107260002039,0.008712324522821972,0.009102065075729726,0.03374711296080217,0.07350896071845468,nan,nan,2.0015211560786197e-05
480000,63.33333333333334,9.168943311093301,0.008776133442003037,0.009204276566646186,0.035756933558720956,0.07765858201553115,nan,nan,2.0034298719407627e-05
490000,64.65277777777777,9.711340551224644,0.008850378153357305,0.009255286223940095,0.03602412782369406,0.07517961301119791,nan,nan,8.003009131433419e-06
500000,65.97222222222223,9.85706277819054,0.008852025077680799,0.009249824706014913,0.03582502898826474,0.07475615195051247,nan,nan,1.6034699088828225e-05
510000,67.29166666666667,9.218516784222295,0.008897590908826136,0.009330079384005844,0.034753579220847916,0.0767379313496996,nan,nan,2.3955825457855715e-05
520000,68.61111111111111,9.454726638337357,0.008939692024996553,0.009363232710728598,0.03319918978706488,0.06943337583093695,nan,nan,2.400931561445841e-05
530000,69.93055555555556,8.925361430231655,0.008922567417670965,0.009374426534930553,0.04080733925743699,0.08217607702242054,nan,nan,1.600358480299587e-05
540000,71.25,7.745389191315523,0.008927799641301755,0.009463589030511189,0.039489413937348,0.0853474075508173,nan,nan,1.9984811543227148e-05
550000,72.56944444444444,10.606776998009398,0.008995693598431505,0.009368209122706864,0.030660162884984615,0.06664985072279647,nan,nan,4.007437804565273e-06
560000,73.88888888888889,8.363488701020904,0.009038079449660423,0.009533320130053986,0.033098570647265714,0.07250113688822993,nan,nan,1.2013310748309126e-05
570000,75.20833333333334,11.676427158644364,0.00910758172210646,0.009445131208251,0.03352131500479447,0.06877356841375783,nan,nan,2.4047036002420736e-05
580000,76.52777777777779,9.938848254885633,0.009117953030705667,0.009525224049879799,0.03424779061781634,0.07050732224890324,nan,nan,7.994723482501549e-06
590000,77.84722222222223,9.43912797360763,0.009123220557150124,0.009556298424844383,0.03323085928530094,0.07082213411136297,nan,nan,3.19937292290711e-05
600000,79.16666666666667,12.097073199671678,0.0091897199368361,0.009517570658821034,0.032061129879581936,0.06367077912033291,nan,nan,1.1982314104381932e-05
610000,80.48611111111111,11.086145981264549,0.009209404850114004,0.009572051860511724,0.034593737608047716,0.06854719592844914,nan,nan,3.1985670419651997e-05
620000,81.80555555555556,12.245129163131285,0.009190433274230287,0.009513493588231574,0.035117759637854136,0.06401604474360963,nan,nan,1.5955516021332525e-05
630000,83.125,13.274554838935192,0.009247151951648382,0.009544824648002704,0.030935761213693586,0.05721897665419401,nan,nan,1.2021927996665918e-05
640000,84.44444444444444,11.638848324517365,0.009261515552182107,0.009606882715527195,0.030200791708149793,0.06103588869571389,nan,nan,8.002240627375665e-06
650000,85.76388888888889,13.804759844798301,0.009268730351784835,0.009553658912174494,0.03048548361527012,0.057375226790836155,nan,nan,1.197819967658861e-05
660000,87.08333333333334,12.619156518481379,0.009248950024991254,0.00956403103902268,0.02441971162589346,0.04654813208610503,nan,nan,2.7976499740218216e-05
670000,88.40277777777779,11.376058952160603,0.009265414888961213,0.009619663311011897,0.028408805362353833,0.05643914946582927,nan,nan,3.9988483316804764e-06
680000,89.72222222222223,13.09008503233604,0.009326254208114906,0.009630210122259135,0.028906113246698836,0.05835074218485907,nan,nan,7.980941511670132e-06
690000,91.04166666666667,15.425592611944573,0.009331982033213466,0.009585334235860945,0.027845065835539872,0.05326352643390182,nan,nan,1.599980800230397e-05
700000,92.36111111111111,16.09731962624296,0.00936633922617215,0.009609624340926064,0.030813015774086832,0.053307550424592155,nan,nan,1.9980099820578705e-05
710000,93.68055555555556,13.1466296713491,0.009333034457280818,0.00963547188562303,0.029457653691324172,0.05855760675883179,nan,nan,1.996733344248809e-05
720000,95.0,16.828170693315688,0.009358357345914324,0.00958968295404272,0.028561884997595786,0.049009672661744774,nan,nan,1.2015668431634852e-05
730000,96.31944444444444,16.152501476603263,0.009422152836852563,0.009665089390584697,0.03272426008796924,0.05831683037300665,nan,nan,8.01760666423466e-06
740000,97.63888888888889,14.830696027461014,0.00936419572629113,0.009629609168802627,0.030987207900991628,0.05548146069873552,nan,nan,1.1981691974662716e-05
750000,98.95833333333334,22.130683431694823,0.009374853957189734,0.009547334231085568,0.029422148045906878,0.04771762877173601,nan,nan,7.981769638146473e-06
760000,100.27777777777779,16.98201024462609,0.009373006562003535,0.009602692139839126,0.0222294426064501,0.039884504481599935,nan,nan,4.0050303180795074e-06
770000,101.59722222222223,25.430520303861382,0.009419785637604625,0.009569272325740353,0.02568651900291486,0.04098025078001048,nan,nan,2.4004320777739992e-05
780000,102.91666666666667,24.85898926463238,0.009423180839284744,0.009575816142809168,0.02781652503355809,0.04446379170205407,nan,nan,3.996930357485451e-06
790000,104.23611111111111,21.47882182210944,0.009402351589479128,0.009581106577942007,0.021701477537533414,0.0371197167926245,nan,nan,2.0032934143732295e-05
800000,105.55555555555556,31.302138737255685,0.00943547904451245,0.009555758636638406,0.02147668433979749,0.033246311163653085,nan,nan,1.597380296314045e-05
810000,106.875,22.158511273247083,0.009405142509850353,0.009577620673957675,0.03223783260613872,0.04989869246342675,nan,nan,0.0
820000,108.19444444444446,57.02998321609482,0.009455330887709055,0.009519963189848685,0.024811705739024015,0.0314883639615467,nan,nan,7.975372051106183e-06
830000,109.51388888888889,41.853280270847215,0.00946330735951045,0.009552429173999264,0.03092542299236869,0.03964621981595569,nan,nan,1.9994001799460163e-05
840000,110.83333333333333,45.656219904534765,0.009452142531663502,0.009533576584567013,0.023321808940827526,0.031148037590612552,nan,nan,1.5954561409106862e-05
850000,112.15277777777779,44.402709225575336,0.009459191573707284,0.009542960870735044,0.0269753792208347,0.03642031511181231,nan,nan,2.4059571499031602e-05
860000,113.47222222222223,23.673582113254398,0.00944890354654144,0.009610569085432806,0.027055207068848515,0.0404583960163171,nan,nan,1.9979221609526092e-05
870000,114.79166666666669,37.99882435198172,0.009476259748466215,0.0095746531459157,0.024112426195687205,0.03405861980944876,nan,nan,1.6005633983162074e-05
880000,116.1111111111111,61.35117956198326,0.009476042924941266,0.009536242820069936,0.025951112253089974,0.03147513009103597,nan,nan,3.198413586860917e-05
890000,117.43055555555556,67.13586523471342,0.009530907607760038,0.009586044424165555,0.024356297800018096,0.030396920384868648,nan,nan,1.60074274463351e-05
900000,118.75,37.41866108569726,0.009451311691383421,0.009551184711496439,0.02737782212432881,0.034953753590640506,nan,nan,1.2014754118056973e-05
910000,120.06944444444446,79.99999999999999,0.00953773727713941,0.00958407302670294,0.03048414873391933,0.03671343937442977,nan,nan,7.991944120326711e-06
920000,121.38888888888889,79.99999999994071,0.00953087481486798,0.009577284111579603,0.025280668255653848,0.030120897723432682,nan,nan,1.1967018895922837e-05
930000,122.70833333333333,79.99999999995882,0.009497429388462588,0.00954349780698387,0.024672630893788145,0.029745876774219415,nan,nan,1.6006914987274504e-05
940000,124.02777777777779,71.10383855300435,0.009506089949278151,0.00955801249402341,0.024771684691711864,0.029666800006727924,nan,nan,1.200504211768943e-05
950000,125.34722222222223,79.99999999999999,0.009541308909854895,0.009587612907398343,0.021655194324277868,0.027170818085249404,nan,nan,1.6018132526019453e-05
960000,126.66666666666669,79.99999999990372,0.009539088970580872,0.009585493013159722,0.02082511762567595,0.025542925806181286,nan,nan,1.6003008565610334e-05
970000,127.9861111111111,79.99999999999751,0.009514618960744693,0.009560737109050777,0.025263301250936735,0.02998218594773357,nan,nan,7.995714297136734e-06
980000,129.30555555555554,79.9999999999998,0.009545177120839582,0.009591484765415091,0.02594837831194476,0.029855154702403887,nan,nan,1.2020434739056396e-05
990000,130.625,79.99999999999999,0.00955425102685285,0.009600659844668092,0.0244340032889199,0.030076911344871973,nan,nan,8.014008486834987e-06
1000000,131.94444444444446,79.99999999999942,0.00952494414465811,0.00957096845699545,0.0274803398580355,0.03251186488931972,nan,nan,2.3965011083817625e-05
1010000,133.26388888888889,79.99999999996905,0.009566422431405985,0.00961288667562605,0.026445287166798077,0.032153972135556035,nan,nan,8.011440336800953e-06
1020000,134.58333333333334,79.99999999999999,0.00960329850811235,0.009649984207612957,0.022757896843831022,0.028708489569154432,nan,nan,1.1982122672971926e-05
1030000,135.90277777777777,79.99999999999999,0.009544201912037732,0.009590448323266712,0.02895134229922665,0.03371631444372937,nan,nan,0.0
1040000,137.22222222222223,79.99999999999999,0.009611645352210716,0.009658565117828836,0.02776402243986569,0.032901910693930565,nan,nan,2.00273974797523e-05
1050000,138.54166666666669,79.99999999999997,0.009589582042457719,0.009636008541459138,0.026658886529587544,0.03256417619685893,nan,nan,0.0
1060000,139.86111111111111,79.99999999999999,0.009592612417992469,0.00963917614997222,0.021515317912698957,0.026122066302756763,nan,nan,1.2011290613176386e-05
1070000,141.18055555555557,79.99999999764637,0.0095671839498264,0.0096134338601624,0.025140880118499773,0.030583480136785593,nan,nan,7.99379681367259e-06
1080000,142.5,79.99999999999999,0.009608911965804837,0.009655512496284685,0.023544082720068537,0.029494080194855693,nan,nan,4.000992246077027e-06
1090000,143.81944444444446,79.99999999999667,0.009591253368462168,0.009637741425865994,0.02548789690044782,0.02989716731379072,nan,nan,3.997601439136518e-06
1100000,145.13888888888889,79.99999999994081,0.009660920509842649,0.009708251448777313,0.02614001965027547,0.03234692509027088,nan,nan,1.1977817082762724e-05
1110000,146.45833333333334,79.99999999999999,0.009645011601242707,0.009692027351930557,0.02817331988767492,0.03447112318781926,nan,nan,1.9981776619722813e-05
1120000,147.77777777777777,79.99999999998295,0.00965702212251764,0.009703990935209685,0.02443562215095269,0.030659134929253644,nan,nan,8.010349371387832e-06
1130000,149.09722222222223,79.99999999999999,0.009619313112747755,0.009666283377293292,0.024671183853505134,0.027726060120344675,nan,nan,8.010477704837928e-06
1140000,150.41666666666669,79.99999999999999,0.009649946821831911,0.00969667027167629,0.023542456542602227,0.029512970546402596,nan,nan,1.6002432369720197e-05
1150000,151.73611111111111,79.99999999999999,0.009668756297427021,0.009715786381818688,0.024384504580089186,0.029590753142677385,nan,nan,1.1998368221921818e-05
1160000,153.05555555555557,79.99999999990706,0.009648466948782648,0.009695462909330458,0.018779059641997012,0.021194339639767086,nan,nan,4.005623895949914e-06
1170000,154.375,79.99999999999999,0.009700272527994222,0.009747629473406304,0.02652208842336363,0.032542775403443025,nan,nan,2.7989028300906045e-05
1180000,155.69444444444446,79.9999999999921,0.009736470827263555,0.00978416915492008,0.026638582500643854,0.033050008675322214,nan,nan,1.6021982159522864e-05
1190000,157.01388888888889,79.99999999999814,0.009728898429818266,0.009776222344860109,0.03303966965906906,0.03894208701725583,nan,nan,8.00916248187927e-06
1200000,158.33333333333334,79.9999999999998,0.009741339275795388,0.009788957328115787,0.02182963472580457,0.028401484331221163,nan,nan,0.0
